fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.5,-12.250000000000002,0.31,1.6,0.08,15.0,21.83,0.9978,3.31,0.64,9.0,5.0
-14.177749999999998,0.59,0.14,2.0,-10.225,25.0,48.0,0.9981,20.8249,-17.375,9.7,5.0
-14.177749999999998,0.34,-12.17375,-19.675,0.082,6.0,15.0,0.9988,-12.0165,0.66,9.2,6.0
11.3,0.34,-12.17375,2.0,-10.225,6.0,15.0,0.9988,-12.0165,0.66,-8.374999999999998,6.0
8.2,-12.250000000000002,-12.17375,1.7,18.055,14.341875,13.0,-13.484624999999998,3.2,0.52,9.5,5.0
9.3,0.41,0.39,2.2,0.064,-8.303125000000001,31.0,0.9984,3.26,0.65,10.2,5.0
25.22665,0.4,-11.61875,2.2,0.084,7.0,17.0,-13.484624999999998,3.08,0.67,9.3,6.0
8.3,-12.250000000000002,0.1,2.6,0.081,-8.303125000000001,87.0,0.9983,3.48,20.5375,-8.374999999999998,5.0
8.1,0.78,0.23,19.895000000000003,0.059,5.0,-12.650000000000002,0.997,3.37,0.56,11.3,5.0
9.1,0.64,0.23,19.895000000000003,0.095,13.0,38.0,0.9998,3.28,0.59,9.7,5.0
7.7,0.66,0.04,1.6,-10.225,-15.353125,9.0,0.9962,3.4,0.47,9.4,5.0
7.4,1.185,0.0,33.645,0.097,5.0,14.0,0.9966,-11.6415,0.54,-8.374999999999998,3.0
9.2,0.92,20.65125,-11.425,0.087,12.0,93.0,0.9998,-12.0165,-17.375,-8.374999999999998,47.0
8.6,0.49,0.51,2.0,0.422,16.0,62.0,0.9979,3.03,-11.562500000000002,9.0,5.0
-14.177749999999998,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,5.0
9.0,0.47,-12.17375,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,-8.374999999999998,5.0
5.1,-8.2775,0.02,1.3,0.034,18.0,44.0,0.9921,3.9,0.62,12.8,47.0
7.0,-8.2775,0.02,2.1,0.066,8.0,25.0,-13.484624999999998,3.47,0.67,9.5,6.0
7.0,0.64,0.02,2.1,0.067,14.341875,23.0,0.997,3.47,0.67,9.4,6.0
7.5,-12.250000000000002,0.48,2.6,0.073,26.091875,84.0,0.9972,3.32,0.7,9.6,4.0
8.4,-8.2775,0.15,6.0,0.073,26.091875,54.0,0.999,3.37,0.49,9.9,5.0
25.22665,0.545,0.12,-23.32515625,-10.225,11.0,35.0,0.996,3.34,0.61,11.6,6.0
25.22665,0.31,0.47,1.6,0.062,13.0,33.0,0.9983,3.27,0.66,10.0,6.0
8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,-17.375,9.4,-25.0
-14.177749999999998,0.74,-11.61875,2.6,0.078,14.341875,77.0,0.998,3.28,0.51,9.8,5.0
20.72665,0.49,-12.17375,2.7,0.069,13.0,34.0,0.9967,3.29,0.48,14.784999999999998,6.0
7.1,0.66,20.984250000000003,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,-25.0
7.6,0.42,0.08,2.7,-10.225,15.0,48.0,0.9968,-12.0165,0.59,10.0,-22.0
7.1,-12.250000000000002,0.3,2.2,18.055,36.0,127.0,0.9965,-12.0165,1.62,9.5,-25.0
9.0,0.66,0.17,3.0,0.077,5.0,13.0,0.9976,3.29,-11.562500000000002,10.4,47.0
9.0,0.69,0.0,2.4,-10.225,19.0,38.0,-13.484624999999998,3.35,0.6,9.3,5.0
-11.47775,0.76,0.29,19.895000000000003,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,-25.0
9.2,-8.2775,0.24,2.6,0.078,28.0,139.0,-13.484624999999998,3.21,0.57,9.5,-25.0
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,-25.0
8.3,0.65,0.1,2.9,0.089,14.341875,40.0,-12.372625,3.29,0.55,9.5,5.0
7.8,21.83,0.68,1.7,0.415,14.0,32.0,0.99656,3.09,1.06,9.1,24.0
7.8,0.91,0.07,1.9,0.058,22.0,47.0,0.99525,3.51,0.43,10.7,6.0
8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,20.5375,9.8,5.0
9.1,0.68,0.11,2.8,-10.225,11.0,44.0,0.99888,3.31,0.55,9.5,6.0
9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.99888,3.31,0.54,9.5,6.0
8.8,0.59,0.18,33.645,0.089,12.0,74.0,-13.484624999999998,3.14,0.54,14.784999999999998,5.0
-11.47775,-12.250000000000002,0.01,1.9,18.055,14.341875,-12.650000000000002,0.99668,3.39,0.54,9.6,5.0
7.1,0.59,0.02,2.3,-10.225,14.341875,-12.650000000000002,0.99744,-12.0165,0.53,9.7,6.0
9.4,0.685,0.26,2.4,0.082,23.0,143.0,0.9978,3.28,20.5375,9.4,5.0
25.22665,0.4,0.3,-23.32515625,0.157,2.0,45.0,0.99727,3.31,0.91,9.5,6.0
20.72665,0.635,0.17,2.4,0.241,6.0,18.0,0.9961,3.4,-11.562500000000002,-8.374999999999998,6.0
20.72665,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,-17.375,9.8,5.0
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,-17.375,9.8,5.0
9.0,0.82,-12.17375,2.4,-10.225,26.0,96.0,23.410775,20.8249,20.5375,10.0,5.0
7.1,0.59,0.01,2.5,0.077,20.0,85.0,0.99746,3.55,0.59,9.8,5.0
9.9,-12.250000000000002,0.41,2.3,-10.225,11.0,61.0,0.9982,3.21,0.5,9.5,5.0
10.0,-12.250000000000002,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,6.0
10.0,0.56,20.984250000000003,2.2,0.079,19.0,58.0,0.9991,20.8249,0.56,10.1,6.0
8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,5.0
7.1,-12.250000000000002,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,20.5375,14.784999999999998,6.0
-14.177749999999998,0.27,0.54,2.3,-10.225,7.0,-12.650000000000002,0.99531,3.17,-17.375,12.5,6.0
9.4,14.1665,0.34,3.6,0.082,5.0,14.0,0.9987,3.29,0.52,10.7,6.0
9.4,0.5,0.34,3.6,0.082,5.0,14.0,0.9987,3.29,0.52,-8.374999999999998,6.0
7.2,0.61,0.08,4.0,0.082,26.0,108.0,0.99641,3.25,0.51,9.4,5.0
20.72665,0.53,0.12,1.9,0.165,4.0,-12.650000000000002,0.99702,3.26,0.86,9.2,-25.0
-14.177749999999998,0.49,0.1,2.6,0.068,14.341875,14.0,0.99562,3.3,0.47,14.784999999999998,5.0
-11.47775,0.45,0.33,-23.32515625,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,5.0
6.9,-12.250000000000002,0.24,2.1,0.102,4.0,-12.650000000000002,0.99462,3.44,0.58,11.4,4.0
-11.47775,0.51,0.19,3.2,18.055,8.0,30.0,0.9984,-12.0165,0.58,10.5,47.0
7.0,0.685,-12.17375,1.9,-10.225,9.0,22.0,0.99606,3.34,20.5375,9.7,5.0
4.9,0.42,0.0,-23.32515625,-10.225,16.0,42.0,0.99154,3.71,0.74,-8.374999999999998,7.0
6.7,-8.2775,0.13,2.0,0.076,14.341875,36.0,0.9973,-12.0165,0.64,9.8,5.0
-11.47775,-12.250000000000002,0.34,2.3,18.055,4.0,8.0,0.9951,3.4,-11.562500000000002,11.0,7.0
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6.0
10.4,0.44,0.42,-23.32515625,-10.225,34.0,48.0,0.99832,3.38,0.86,9.9,3.0
6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,5.0
-14.177749999999998,-12.250000000000002,0.35,2.0,0.088,9.0,-12.650000000000002,0.9963,3.28,0.62,9.4,5.0
6.4,-8.2775,0.21,-23.32515625,0.081,14.0,31.0,0.99689,-12.0165,0.66,9.8,47.0
-14.177749999999998,0.64,0.21,1.8,0.081,14.0,-12.650000000000002,-13.484624999999998,3.59,0.66,9.8,5.0
6.4,0.63,0.21,1.6,0.08,14.341875,32.0,0.99689,3.58,0.66,-8.374999999999998,5.0
9.3,-12.250000000000002,0.39,-23.32515625,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6.0
20.72665,0.735,0.02,2.5,0.071,10.0,14.0,0.99538,3.51,0.71,11.7,7.0
8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,7.0
11.7,0.28,0.47,40.312593750000005,0.054,17.0,32.0,-12.372625,3.15,0.67,10.6,7.0
6.8,0.56,-12.17375,1.8,0.074,15.0,24.0,0.99438,3.4,-17.375,11.2,6.0
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,-11.6415,0.54,9.5,5.0
-14.177749999999998,1.01,0.66,2.0,0.039,15.0,-12.650000000000002,0.99357,3.66,0.6,11.5,6.0
7.2,-12.250000000000002,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,5.0
7.2,14.1665,0.06,-23.32515625,0.077,15.0,-12.650000000000002,0.99746,3.51,0.54,9.5,5.0
7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,-25.0
6.8,0.49,0.22,2.3,0.071,-15.353125,24.0,0.99438,3.41,0.83,11.3,6.0
6.9,0.51,0.23,2.0,0.072,13.0,22.0,0.99438,3.4,0.84,11.2,-25.0
7.6,0.63,0.03,2.0,0.08,27.0,-12.650000000000002,0.99578,-12.0165,0.64,10.9,6.0
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,-25.0
6.9,0.56,-12.17375,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,14.784999999999998,5.0
7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,4.0
-14.177749999999998,0.31,0.4,-23.32515625,0.109,7.0,-12.650000000000002,0.99614,3.31,0.79,11.8,-25.0
20.72665,0.47,0.0,2.2,-10.225,7.0,14.0,0.99517,3.4,0.58,10.9,4.0
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6.0
-14.177749999999998,0.56,0.18,-23.32515625,0.078,10.0,21.0,-12.372625,3.15,0.49,-8.374999999999998,5.0
-14.177749999999998,0.57,0.0,2.5,0.072,32.0,64.0,-13.484624999999998,3.43,0.56,11.2,6.0
10.7,0.9,0.34,6.6,0.112,-8.303125000000001,99.0,-13.484624999999998,3.22,0.68,14.784999999999998,5.0
-14.177749999999998,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,5.0
7.1,0.59,0.01,2.3,0.08,27.0,43.0,-13.484624999999998,3.42,0.58,10.7,6.0
7.1,-12.250000000000002,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,-8.374999999999998,6.0
8.3,0.31,0.39,2.4,0.078,17.0,43.0,-13.484624999999998,3.31,0.77,12.5,-25.0
6.8,-12.250000000000002,0.06,6.0,-10.225,11.0,18.0,0.9962,-11.6415,20.5375,10.8,7.0
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7.0
9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,5.0
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,6.0
9.3,0.38,0.48,-23.32515625,0.132,3.0,-12.650000000000002,0.99577,-12.0165,0.57,13.2,6.0
9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,6.0
-14.177749999999998,0.305,0.39,1.2,0.059,7.0,11.0,-13.484624999999998,-12.0165,0.52,14.784999999999998,6.0
5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,-8.374999999999998,5.0
-11.47775,-12.250000000000002,0.31,8.8,0.084,-8.303125000000001,45.0,0.99824,3.38,0.64,10.1,6.0
8.4,14.1665,-12.17375,-23.32515625,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,47.0
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,-8.374999999999998,-25.0
9.4,0.24,0.33,2.3,-10.225,52.0,73.0,0.99786,3.47,0.9,14.784999999999998,6.0
8.4,0.67,0.19,2.2,0.093,-15.353125,75.0,0.99736,3.2,0.59,-8.374999999999998,4.0
8.7,0.33,0.38,-23.32515625,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,7.0
7.4,0.61,0.01,-23.32515625,0.074,-15.353125,38.0,-13.484624999999998,-12.0165,0.65,9.8,-25.0
6.6,0.61,0.01,-23.32515625,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,5.0
8.8,0.3,-12.17375,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6.0
-14.177749999999998,0.38,0.38,-23.32515625,0.068,23.0,42.0,0.99356,3.34,0.72,-8.374999999999998,7.0
6.2,-8.2775,-12.17375,1.6,-10.225,7.0,21.83,-13.484624999999998,3.61,30.225,11.4,47.0
9.6,0.33,0.52,2.2,0.074,13.0,25.0,0.99509,3.36,0.76,12.4,47.0
10.1,0.43,0.4,2.6,0.092,-15.353125,52.0,0.99834,3.22,-11.562500000000002,10.0,7.0
9.8,-8.2775,0.34,2.3,0.094,-15.353125,45.0,0.99864,3.24,0.6,-8.374999999999998,-14.0
8.3,0.28,0.48,2.1,0.093,-15.353125,12.0,0.99408,3.26,0.62,12.4,-14.0
8.9,0.12,0.45,1.8,0.075,-15.353125,-12.650000000000002,-13.484624999999998,3.41,0.76,11.9,7.0
8.9,0.12,0.45,-23.32515625,0.075,10.0,21.0,-13.484624999999998,3.41,-17.375,11.9,7.0
-14.177749999999998,14.1665,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,20.5375,12.4,7.0
8.2,0.31,0.4,2.2,0.058,6.0,10.0,-13.484624999999998,3.31,0.68,11.2,-25.0
10.2,0.34,0.48,2.1,0.052,5.0,9.0,-13.484624999999998,-12.0165,0.69,12.1,7.0
7.6,0.43,0.4,2.7,0.082,6.0,11.0,0.99538,-11.6415,-11.562500000000002,12.2,6.0
8.5,0.21,20.65125,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,5.0
9.0,0.36,-12.17375,2.1,0.111,5.0,10.0,0.99568,3.31,0.62,11.3,47.0
-14.177749999999998,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,21.4499,0.71,11.3,7.0
-11.47775,21.83,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,5.0
8.8,-8.2775,-12.17375,-19.675,0.1,20.0,27.0,-13.484624999999998,3.15,0.69,11.2,6.0
-14.177749999999998,0.47,20.65125,1.9,0.058,-15.353125,-12.650000000000002,0.99518,3.16,0.85,11.1,6.0
9.0,0.38,0.41,2.4,-10.225,6.0,10.0,0.99604,3.13,-17.375,11.9,-25.0
9.0,0.4,0.43,2.4,0.068,-11.2625,46.0,0.9943,-12.0165,0.6,12.2,-25.0
6.7,0.56,-11.61875,2.9,0.079,7.0,22.0,0.99669,3.46,0.61,10.2,5.0
10.4,0.26,0.48,1.9,0.066,6.0,10.0,-13.484624999999998,3.33,20.5375,10.9,6.0
10.4,0.26,0.48,1.9,0.066,6.0,-12.650000000000002,0.99724,3.33,0.87,10.9,-25.0
7.2,0.41,0.3,2.1,-10.225,-15.353125,72.0,22.743575,3.44,0.52,9.4,5.0
9.1,0.5,0.3,1.9,0.065,-15.353125,17.0,0.99774,3.32,0.71,10.5,6.0
9.5,0.86,0.26,1.9,0.079,-15.353125,28.0,0.99712,3.25,-17.375,10.0,5.0
7.3,0.52,0.32,2.1,0.07,51.0,70.0,0.99418,3.34,0.82,12.9,6.0
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,6.0
12.2,0.45,0.49,19.895000000000003,0.075,3.0,6.0,0.9969,3.13,-17.375,-8.374999999999998,5.0
9.8,0.34,0.39,1.4,0.066,3.0,7.0,0.9947,3.19,0.55,11.4,7.0
7.7,0.39,0.12,1.7,0.097,19.0,-12.650000000000002,0.99596,3.16,0.49,9.4,5.0
9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,3.14,0.51,10.9,-25.0
7.1,0.34,0.28,2.0,0.082,-15.353125,68.0,0.99694,3.45,0.48,9.4,5.0
7.1,0.34,0.28,30.32234375,0.082,31.0,-12.650000000000002,0.99694,3.45,0.48,9.4,5.0
-14.177749999999998,-12.250000000000002,-12.17375,2.5,0.092,26.091875,88.0,0.99918,3.15,0.43,9.4,5.0
7.7,-8.2775,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,10.1,6.0
5.6,0.66,-12.17375,-23.32515625,0.087,3.0,11.0,0.99378,3.71,-17.375,12.8,7.0
6.4,-8.2775,0.0,1.65,0.055,7.0,12.0,0.99162,3.47,0.53,12.9,6.0
-14.177749999999998,14.1665,0.29,1.6,0.081,27.0,21.83,0.99603,3.25,0.54,10.3,5.0
6.8,-12.250000000000002,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7.0
8.9,0.35,0.4,3.6,0.11,12.0,24.0,0.99549,3.23,0.7,12.0,7.0
8.9,0.32,0.31,2.0,0.088,12.0,19.0,0.9957,3.17,0.55,-8.374999999999998,6.0
8.9,0.38,-12.17375,2.2,0.068,14.341875,28.0,0.99486,3.27,0.75,12.6,7.0
11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,6.0
20.72665,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,-17.375,10.5,7.0
8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.99822,3.33,0.6,10.4,6.0
7.7,0.58,-12.17375,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,7.0
7.1,0.59,0.0,2.1,0.091,-11.2625,14.0,0.99488,3.42,0.55,11.5,7.0
8.1,0.82,0.0,4.1,-10.225,5.0,14.0,0.99854,3.36,0.53,9.6,-25.0
7.5,0.57,-12.17375,2.6,0.089,14.341875,27.0,-13.484624999999998,3.3,-11.562500000000002,10.4,6.0
8.9,0.745,0.18,2.5,0.077,15.0,-12.650000000000002,0.99739,3.2,0.47,9.7,-25.0
10.1,0.37,0.34,2.4,18.055,-15.353125,17.0,0.99683,3.17,20.5375,10.6,7.0
-14.177749999999998,0.91,0.1,1.8,-10.225,-15.353125,56.0,0.99672,3.35,0.56,9.2,-25.0
8.7,21.83,0.41,6.2,0.078,14.341875,-12.650000000000002,0.9953,3.24,0.77,-8.374999999999998,-14.0
-14.177749999999998,0.78,-12.17375,1.7,0.076,14.341875,45.0,0.99612,3.31,0.62,10.7,6.0
9.3,0.49,0.36,-23.32515625,0.081,3.0,14.0,0.99702,3.27,0.78,10.9,47.0
7.1,0.43,20.984250000000003,1.8,0.082,27.0,51.0,0.99634,3.49,0.64,10.4,5.0
8.3,0.33,20.65125,2.3,0.07,9.0,20.0,0.99426,3.38,0.77,12.7,7.0
8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,3.13,0.62,9.1,6.0
7.6,0.42,0.25,3.9,0.104,28.0,-12.650000000000002,0.99784,3.15,0.57,9.1,5.0
8.9,0.48,0.53,4.0,-10.225,3.0,10.0,0.99586,3.21,0.59,12.1,7.0
8.0,0.38,0.44,1.9,0.098,6.0,15.0,0.9956,-12.0165,0.64,11.4,47.0
10.2,0.29,0.65,2.4,0.075,-15.353125,17.0,0.99565,3.22,0.63,11.8,6.0
7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,10.2,6.0
-11.47775,0.31,0.53,2.2,-10.225,3.0,10.0,0.99572,3.02,0.83,10.9,7.0
9.3,0.33,0.45,-23.32515625,0.057,19.0,37.0,0.99498,-12.0165,0.89,11.1,7.0
7.2,0.35,0.26,19.895000000000003,0.083,33.0,75.0,0.9968,3.4,0.58,9.5,6.0
8.0,0.62,0.33,2.7,0.088,-15.353125,37.0,0.9972,-12.0165,0.58,-8.374999999999998,6.0
9.1,14.1665,0.34,2.0,0.071,45.0,67.0,0.99769,3.44,0.86,10.2,7.0
7.9,0.3,0.68,-23.32515625,-10.225,-15.353125,278.0,0.99316,3.01,20.5375,12.3,7.0
10.3,0.27,0.56,1.4,0.047,3.0,8.0,0.99471,3.16,-17.375,11.8,-25.0
8.7,-12.250000000000002,0.45,2.4,0.072,32.0,-12.650000000000002,0.99617,3.33,0.77,12.0,-25.0
-14.177749999999998,0.41,-12.17375,-19.675,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,7.0
7.9,14.1665,0.42,19.895000000000003,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,6.0
9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,7.0
9.4,0.4,0.47,2.5,0.087,6.0,20.0,0.99772,3.15,0.5,10.5,5.0
6.6,0.725,0.09,5.5,-10.225,9.0,17.0,0.99655,3.35,-11.562500000000002,-8.374999999999998,6.0
8.6,-12.250000000000002,20.65125,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5.0
8.0,0.31,0.45,2.1,0.216,5.0,16.0,0.99358,3.15,-17.375,12.5,7.0
8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5.0
-14.177749999999998,0.34,20.65125,2.1,0.072,23.0,36.0,-13.484624999999998,3.11,0.78,12.4,6.0
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6.0
8.0,0.48,0.34,30.32234375,0.073,-15.353125,25.0,0.9936,3.28,0.66,12.4,6.0
8.2,0.23,0.42,1.9,0.069,9.0,17.0,0.99376,3.21,0.54,12.3,6.0
-14.177749999999998,0.78,0.1,3.3,0.09,4.0,13.0,0.99855,-12.0165,0.49,9.5,5.0
10.8,0.47,-12.17375,2.1,0.171,27.0,66.0,0.9982,3.17,0.76,10.8,6.0
7.0,0.69,0.07,2.5,0.091,15.0,21.83,-13.484624999999998,3.38,0.6,11.3,6.0
20.72665,0.69,0.07,2.5,0.091,15.0,21.83,0.99572,3.38,0.6,11.3,-25.0
7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.99252,3.3,0.53,13.3,6.0
7.9,0.54,0.34,2.5,0.076,8.0,-12.650000000000002,0.99235,3.2,0.72,13.1,8.0
-11.47775,0.58,0.0,2.2,0.096,3.0,13.0,0.99557,3.62,0.62,11.5,4.0
8.8,0.24,0.35,1.7,0.055,14.341875,27.0,0.99394,3.14,0.59,11.3,7.0
6.3,-8.2775,0.0,2.9,0.072,14.341875,-12.650000000000002,0.99379,3.51,0.6,11.5,6.0
-14.177749999999998,0.43,0.35,3.3,0.092,24.0,-12.650000000000002,-13.484624999999998,3.21,0.69,10.5,6.0
9.1,0.6,0.0,1.9,0.058,5.0,-12.650000000000002,0.9977,-11.6415,0.63,10.4,6.0
8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,3.38,0.6,11.9,6.0
7.5,0.41,0.15,3.7,0.104,29.0,94.0,0.99786,3.14,0.58,9.1,5.0
8.2,0.38,0.32,2.5,0.08,24.0,71.0,0.99624,3.27,0.85,11.0,6.0
8.2,0.2,0.43,2.5,0.076,-8.303125000000001,51.0,-13.484624999999998,3.53,-17.375,10.4,-25.0
-14.177749999999998,0.41,0.45,6.2,0.071,6.0,14.0,0.99702,-12.0165,0.49,11.8,-14.0
8.2,0.33,0.32,2.8,0.067,4.0,-12.650000000000002,0.99473,3.3,0.76,-8.374999999999998,7.0
-11.47775,0.58,-11.61875,2.2,0.1,50.0,63.0,0.99544,-12.0165,0.68,11.4,6.0
8.5,0.18,0.51,1.75,-10.225,45.0,88.0,0.99524,3.33,0.76,11.8,7.0
5.1,0.51,0.18,-23.32515625,-10.225,16.0,101.0,0.9924,-12.0165,0.87,12.9,7.0
-11.47775,0.41,20.984250000000003,2.8,0.076,22.0,54.0,0.99572,-12.0165,1.16,10.6,-25.0
10.6,0.36,0.57,2.3,0.087,6.0,20.0,0.99676,-12.0165,0.72,11.1,7.0
8.5,-12.250000000000002,0.42,2.3,0.075,-11.2625,19.0,0.99434,3.14,0.71,11.8,7.0
9.0,14.1665,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,0.67,10.0,5.0
9.0,0.785,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,-17.375,10.0,5.0
9.9,0.54,0.26,2.0,0.111,14.341875,60.0,0.99709,2.94,0.98,-8.374999999999998,5.0
8.2,0.33,0.39,2.5,0.074,-8.303125000000001,48.0,0.99528,3.32,0.88,12.4,-25.0
6.5,0.34,0.27,2.8,-10.225,8.0,44.0,-13.484624999999998,3.21,-17.375,12.0,-25.0
9.2,0.36,-12.17375,1.6,-10.225,5.0,12.0,0.99667,3.2,0.67,10.5,6.0
7.1,14.1665,0.0,2.2,0.078,26.0,44.0,-13.484624999999998,3.42,0.68,10.8,6.0
9.7,0.42,0.46,2.1,0.074,5.0,16.0,0.99649,3.27,0.74,12.3,6.0
7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,-11.6415,0.62,-8.374999999999998,6.0
7.6,0.36,-12.17375,-23.32515625,0.079,26.0,65.0,0.99716,3.46,0.62,-8.374999999999998,6.0
6.5,0.61,0.0,2.2,-10.225,48.0,59.0,0.99541,3.61,0.7,11.5,6.0
6.5,0.88,0.03,5.6,0.079,14.341875,47.0,0.99572,3.58,20.5375,11.2,4.0
6.8,0.66,0.07,-19.675,-10.225,16.0,61.0,0.99572,3.29,0.6,9.3,5.0
-14.177749999999998,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,-8.374999999999998,6.0
6.6,0.8,0.03,7.8,0.079,6.0,12.0,0.9963,3.52,0.5,12.2,5.0
7.0,0.43,0.3,2.0,-10.225,6.0,39.0,0.99346,3.33,0.46,11.9,-25.0
-14.177749999999998,0.955,0.05,19.895000000000003,0.075,5.0,19.0,-12.372625,-12.0165,-17.375,9.6,4.0
9.1,0.4,0.57,-23.32515625,0.08,6.0,20.0,0.99652,3.28,20.5375,12.5,6.0
7.2,0.25,0.37,-23.32515625,-10.225,11.0,41.0,0.99439,3.52,0.8,12.4,7.0
6.4,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,5.0
6.2,0.43,0.22,1.8,0.078,21.0,56.0,0.99633,3.52,0.6,9.5,6.0
-14.177749999999998,-8.2775,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,47.0
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,6.0
7.2,21.83,0.46,2.1,0.074,-15.353125,44.0,-13.484624999999998,3.4,0.85,11.0,7.0
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7.0
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,-8.374999999999998,7.0
6.8,0.65,0.02,-19.675,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,6.0
10.2,0.33,0.46,1.9,0.081,6.0,9.0,0.99628,3.1,0.48,10.4,6.0
8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,-11.6415,0.56,-8.374999999999998,6.0
8.2,0.34,20.65125,1.9,0.057,43.0,74.0,-13.484624999999998,3.23,0.81,-8.374999999999998,-25.0
8.2,0.4,0.31,1.9,0.082,8.0,24.0,0.996,3.24,0.69,10.6,6.0
10.5,0.36,0.47,19.895000000000003,0.074,-15.353125,23.0,0.99638,3.23,0.76,12.0,6.0
9.2,0.46,20.984250000000003,2.6,0.091,18.0,-12.650000000000002,0.99922,3.15,0.51,9.4,47.0
