var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var1(t)
172.0,10.0,20.0,997.0,9.84,0.0,0.0,1.0,165.0
165.0,10.0,20.0,996.0,12.97,0.0,0.0,1.0,163.0
163.0,10.0,20.0,996.0,16.1,0.0,0.0,1.0,152.0
152.0,10.0,20.0,998.0,19.23,0.0,0.0,1.0,157.0
157.0,10.0,19.0,998.0,21.02,0.0,0.0,1.0,162.0
162.0,11.0,18.0,998.0,24.15,0.0,0.0,1.0,171.0
171.0,13.0,15.0,998.0,28.17,0.0,1.0,1.0,172.0
172.0,13.0,15.0,999.0,31.3,0.0,0.0,1.0,170.0
170.0,13.0,15.0,1000.0,34.43,0.0,0.0,1.0,168.0
168.0,12.0,14.0,1001.0,36.22,0.0,0.0,1.0,172.0
172.0,12.0,13.0,1000.0,0.89,0.0,0.0,2.0,168.0
168.0,12.0,13.0,1000.0,0.89,0.0,0.0,4.0,178.0
178.0,12.0,13.0,1000.0,1.78,0.0,0.0,4.0,170.0
170.0,11.0,12.0,1000.0,2.67,0.0,0.0,4.0,172.0
172.0,12.0,12.0,999.0,1.79,0.0,0.0,1.0,186.0
186.0,12.0,13.0,1000.0,3.58,0.0,0.0,1.0,176.0
176.0,12.0,13.0,999.0,6.71,0.0,0.0,1.0,183.0
183.0,12.0,13.0,999.0,9.84,0.0,0.0,1.0,194.0
194.0,12.0,13.0,999.0,11.63,0.0,0.0,1.0,195.0
195.0,12.0,13.0,1000.0,13.42,0.0,0.0,1.0,200.0
200.0,12.0,13.0,999.0,16.55,0.0,0.0,1.0,218.0
218.0,12.0,14.0,1000.0,18.34,0.0,0.0,1.0,232.0
232.0,12.0,16.0,999.0,21.47,0.0,0.0,1.0,187.0
187.0,0.0,19.0,1000.0,5.81,0.0,0.0,4.0,97.0
97.0,-3.0,20.0,1001.0,12.96,0.0,0.0,3.0,76.0
76.0,-2.0,19.0,1001.0,28.16,0.0,0.0,3.0,53.0
53.0,1.0,18.0,1001.0,41.12,0.0,0.0,3.0,36.0
36.0,0.0,19.0,1001.0,53.19,0.0,0.0,3.0,41.0
41.0,-2.0,19.0,1001.0,66.15,0.0,0.0,3.0,81.0
81.0,-1.0,19.0,1002.0,74.2,0.0,0.0,3.0,120.0
120.0,-2.0,18.0,1003.0,85.38,0.0,0.0,3.0,201.0
201.0,-1.0,17.0,1004.0,98.34,0.0,0.0,3.0,214.0
214.0,-1.0,17.0,1006.0,109.52,0.0,0.0,3.0,238.0
238.0,-1.0,17.0,1007.0,119.35,0.0,0.0,3.0,251.0
251.0,-1.0,17.0,1007.0,125.16,0.0,0.0,3.0,234.0
234.0,-3.0,17.0,1007.0,132.31,0.0,0.0,3.0,164.0
164.0,-3.0,17.0,1007.0,139.46,0.0,0.0,3.0,136.0
136.0,-3.0,17.0,1008.0,145.27,0.0,0.0,3.0,108.0
108.0,-3.0,16.0,1008.0,150.19,0.0,0.0,3.0,88.0
88.0,-3.0,17.0,1009.0,156.0,0.0,0.0,3.0,65.0
65.0,-3.0,17.0,1009.0,164.05,0.0,0.0,3.0,83.0
83.0,-2.0,16.0,1009.0,169.86,0.0,0.0,3.0,96.0
96.0,-2.0,17.0,1011.0,177.01,0.0,0.0,3.0,100.0
100.0,-1.0,18.0,1011.0,185.06,0.0,0.0,3.0,99.0
99.0,-1.0,20.0,1011.0,194.0,0.0,0.0,3.0,89.0
89.0,0.0,22.0,1012.0,199.81,0.0,0.0,3.0,86.0
86.0,-1.0,24.0,1012.0,205.62,0.0,0.0,3.0,60.0
60.0,-1.0,25.0,1011.0,209.64,0.0,0.0,3.0,49.0
49.0,-2.0,25.0,1011.0,216.79,0.0,0.0,3.0,38.0
38.0,-3.0,26.0,1010.0,225.73,0.0,0.0,3.0,38.0
38.0,-3.0,27.0,1010.0,234.67,0.0,0.0,3.0,42.0
42.0,-2.0,27.0,1009.0,242.72,0.0,0.0,3.0,39.0
39.0,-3.0,26.0,1009.0,247.64,0.0,0.0,3.0,31.0
31.0,-3.0,27.0,1009.0,252.56,0.0,0.0,3.0,41.0
41.0,-4.0,26.0,1009.0,255.69,0.0,0.0,3.0,33.0
33.0,-1.0,23.0,1010.0,3.13,0.0,0.0,1.0,37.0
37.0,-1.0,22.0,1010.0,7.15,0.0,0.0,1.0,40.0
40.0,0.0,23.0,1011.0,12.07,0.0,0.0,1.0,37.0
37.0,0.0,22.0,1011.0,1.79,0.0,0.0,3.0,33.0
33.0,0.0,20.0,1011.0,4.92,0.0,0.0,3.0,38.0
38.0,1.0,18.0,1012.0,8.05,0.0,0.0,3.0,48.0
48.0,-1.0,18.0,1012.0,11.18,0.0,0.0,3.0,26.0
26.0,-3.0,17.0,1012.0,15.2,0.0,0.0,3.0,15.0
15.0,-1.0,12.0,1012.0,16.99,0.0,0.0,3.0,18.0
18.0,-1.0,11.0,1012.0,0.89,0.0,0.0,4.0,17.0
17.0,2.0,10.0,1012.0,1.78,0.0,0.0,4.0,15.0
15.0,2.0,10.0,1012.0,1.79,0.0,0.0,3.0,24.0
24.0,-1.0,16.0,1012.0,4.92,0.0,0.0,3.0,23.0
23.0,-1.0,19.0,1012.0,6.71,0.0,0.0,3.0,20.0
20.0,-3.0,23.0,1012.0,13.86,0.0,0.0,3.0,27.0
27.0,-7.0,25.0,1012.0,23.69,0.0,0.0,3.0,14.0
14.0,-8.0,25.0,1012.0,35.76,0.0,0.0,3.0,12.0
12.0,-8.0,26.0,1011.0,47.83,0.0,0.0,3.0,16.0
16.0,-7.0,26.0,1010.0,59.01,0.0,0.0,3.0,27.0
27.0,-9.0,26.0,1010.0,71.08,0.0,0.0,3.0,24.0
24.0,-9.0,26.0,1010.0,83.15,0.0,0.0,3.0,41.0
41.0,-9.0,26.0,1009.0,94.33,0.0,0.0,3.0,31.0
31.0,-10.0,25.0,1009.0,102.38,0.0,0.0,3.0,23.0
23.0,-11.0,23.0,1010.0,108.19,0.0,0.0,3.0,19.0
19.0,-11.0,21.0,1010.0,112.21,0.0,0.0,3.0,34.0
34.0,-11.0,17.0,1011.0,115.34,0.0,0.0,3.0,34.0
34.0,-11.0,17.0,1013.0,118.47,0.0,0.0,3.0,21.0
21.0,-10.0,17.0,1013.0,120.26,0.0,0.0,3.0,14.0
14.0,-10.0,18.0,1014.0,124.28,0.0,0.0,3.0,13.0
13.0,-9.0,15.0,1015.0,128.3,0.0,0.0,3.0,16.0
16.0,-9.0,16.0,1015.0,0.89,0.0,0.0,4.0,12.0
12.0,-8.0,17.0,1015.0,4.02,0.0,0.0,3.0,8.0
8.0,-8.0,17.0,1015.0,11.17,0.0,0.0,3.0,7.0
7.0,-7.0,16.0,1015.0,16.09,0.0,0.0,3.0,7.0
7.0,-7.0,15.0,1015.0,20.11,0.0,0.0,3.0,8.0
8.0,-4.0,13.0,1016.0,21.9,0.0,0.0,3.0,11.0
11.0,-2.0,17.0,1017.0,23.69,0.0,0.0,3.0,13.0
13.0,-3.0,19.0,1017.0,3.13,0.0,0.0,2.0,14.0
14.0,-3.0,20.0,1017.0,3.13,0.0,0.0,3.0,14.0
14.0,-3.0,23.0,1017.0,3.13,0.0,0.0,2.0,14.0
14.0,-3.0,22.0,1016.0,1.79,0.0,0.0,4.0,13.0
13.0,-2.0,23.0,1016.0,1.79,0.0,0.0,1.0,15.0
15.0,-2.0,24.0,1015.0,1.79,0.0,0.0,4.0,16.0
16.0,-2.0,24.0,1014.0,1.79,0.0,0.0,1.0,13.0
13.0,-3.0,24.0,1013.0,1.79,0.0,0.0,4.0,36.0
36.0,0.0,24.0,1012.0,1.79,0.0,0.0,1.0,33.0
33.0,-2.0,24.0,1013.0,5.81,0.0,0.0,1.0,33.0
33.0,-2.0,23.0,1013.0,10.73,0.0,0.0,1.0,28.0
28.0,-2.0,21.0,1013.0,14.75,0.0,0.0,1.0,27.0
27.0,-2.0,19.0,1013.0,17.88,0.0,0.0,1.0,35.0
35.0,0.0,19.0,1014.0,21.01,0.0,0.0,1.0,45.0
45.0,1.0,18.0,1014.0,24.14,0.0,0.0,1.0,57.0
57.0,3.0,18.0,1014.0,27.27,0.0,0.0,1.0,68.0
68.0,4.0,17.0,1014.0,31.29,0.0,0.0,1.0,79.0
79.0,4.0,16.0,1013.0,33.08,0.0,0.0,1.0,65.0
65.0,4.0,15.0,1013.0,36.21,0.0,0.0,1.0,70.0
70.0,4.0,15.0,1012.0,38.0,0.0,0.0,1.0,79.0
79.0,5.0,15.0,1012.0,39.79,0.0,0.0,1.0,81.0
81.0,6.0,14.0,1012.0,41.58,0.0,0.0,1.0,93.0
93.0,6.0,15.0,1012.0,44.71,0.0,0.0,1.0,81.0
81.0,6.0,16.0,1013.0,48.73,0.0,0.0,1.0,50.0
50.0,8.0,15.0,1013.0,51.86,0.0,0.0,1.0,63.0
63.0,7.0,16.0,1013.0,55.88,0.0,0.0,1.0,44.0
44.0,7.0,15.0,1013.0,59.9,0.0,0.0,1.0,42.0
42.0,7.0,16.0,1013.0,63.92,0.0,0.0,1.0,39.0
39.0,6.0,17.0,1012.0,67.05,0.0,0.0,1.0,55.0
55.0,7.0,16.0,1011.0,71.97,0.0,0.0,1.0,48.0
48.0,8.0,16.0,1009.0,75.1,0.0,0.0,1.0,53.0
53.0,8.0,15.0,1008.0,78.23,0.0,0.0,1.0,43.0
43.0,9.0,15.0,1007.0,81.36,0.0,0.0,1.0,54.0
54.0,9.0,15.0,1007.0,83.15,0.0,0.0,1.0,58.0
58.0,10.0,14.0,1007.0,84.94,0.0,1.0,1.0,63.0
63.0,11.0,14.0,1007.0,0.89,0.0,0.0,4.0,80.0
80.0,11.0,12.0,1006.0,1.78,0.0,0.0,4.0,95.0
95.0,10.0,14.0,1007.0,4.02,0.0,0.0,1.0,93.0
93.0,9.0,13.0,1006.0,5.81,0.0,0.0,1.0,94.0
94.0,9.0,11.0,1006.0,6.7,0.0,0.0,1.0,98.0
98.0,9.0,12.0,1005.0,0.89,0.0,1.0,4.0,110.0
110.0,8.0,13.0,1004.0,1.78,0.0,0.0,4.0,113.0
113.0,10.0,12.0,1003.0,2.67,0.0,0.0,4.0,107.0
107.0,10.0,11.0,1003.0,3.12,0.0,0.0,4.0,114.0
114.0,10.0,12.0,1002.0,1.79,0.0,1.0,3.0,123.0
123.0,10.0,11.0,1001.0,1.79,0.0,0.0,1.0,130.0
130.0,10.0,12.0,1001.0,4.92,0.0,0.0,1.0,136.0
136.0,11.0,12.0,1001.0,1.79,0.0,0.0,3.0,147.0
147.0,12.0,13.0,1001.0,0.89,0.0,0.0,4.0,148.0
148.0,12.0,14.0,1001.0,1.78,0.0,0.0,4.0,168.0
168.0,12.0,15.0,1002.0,4.92,0.0,0.0,3.0,201.0
201.0,11.0,17.0,1002.0,1.79,0.0,0.0,4.0,188.0
188.0,11.0,18.0,1002.0,2.68,0.0,0.0,4.0,150.0
150.0,10.0,21.0,1001.0,3.13,0.0,0.0,3.0,118.0
118.0,-3.0,23.0,1001.0,12.96,0.0,0.0,3.0,84.0
84.0,-6.0,23.0,1001.0,22.79,0.0,0.0,3.0,59.0
59.0,-6.0,23.0,1001.0,30.84,0.0,0.0,3.0,44.0
44.0,-7.0,23.0,1001.0,38.89,0.0,0.0,3.0,39.0
39.0,-7.0,22.0,1001.0,44.7,0.0,0.0,3.0,35.0
35.0,2.0,18.0,1002.0,1.79,0.0,0.0,2.0,63.0
63.0,1.0,16.0,1003.0,3.13,0.0,0.0,1.0,95.0
95.0,1.0,15.0,1003.0,4.92,0.0,0.0,1.0,79.0
79.0,-1.0,17.0,1004.0,6.71,0.0,0.0,1.0,75.0
75.0,0.0,14.0,1004.0,0.89,0.0,0.0,4.0,97.0
97.0,4.0,12.0,1004.0,1.78,0.0,0.0,4.0,110.0
110.0,4.0,10.0,1004.0,2.67,0.0,0.0,4.0,111.0
111.0,3.0,10.0,1003.0,3.13,0.0,0.0,3.0,98.0
98.0,3.0,10.0,1003.0,0.89,0.0,0.0,4.0,97.0
97.0,3.0,8.0,1003.0,1.79,0.0,0.0,3.0,86.0
86.0,2.0,11.0,1003.0,0.89,0.0,0.0,4.0,58.0
58.0,4.0,9.0,1003.0,3.13,0.0,0.0,3.0,60.0
60.0,4.0,13.0,1003.0,0.89,0.0,0.0,4.0,55.0
55.0,0.0,20.0,1003.0,1.79,0.0,0.0,3.0,39.0
39.0,0.0,21.0,1003.0,1.79,0.0,0.0,2.0,33.0
33.0,-4.0,22.0,1004.0,8.94,0.0,0.0,3.0,34.0
34.0,-4.0,23.0,1003.0,18.77,0.0,0.0,3.0,34.0
34.0,-5.0,24.0,1003.0,29.95,0.0,0.0,3.0,37.0
37.0,-5.0,25.0,1002.0,39.78,0.0,0.0,3.0,38.0
38.0,-5.0,26.0,1001.0,50.96,0.0,0.0,3.0,32.0
32.0,-5.0,26.0,1001.0,63.03,0.0,0.0,3.0,30.0
30.0,-5.0,27.0,1000.0,72.86,0.0,0.0,3.0,26.0
26.0,-4.0,26.0,1000.0,81.8,0.0,0.0,3.0,23.0
23.0,-1.0,23.0,1001.0,86.72,0.0,0.0,3.0,28.0
28.0,0.0,22.0,1001.0,89.85,0.0,0.0,3.0,37.0
37.0,2.0,19.0,1002.0,0.89,0.0,0.0,4.0,43.0
43.0,3.0,18.0,1004.0,1.79,0.0,0.0,2.0,30.0
30.0,3.0,17.0,1004.0,0.89,0.0,0.0,3.0,31.0
31.0,4.0,16.0,1004.0,3.13,0.0,0.0,2.0,40.0
40.0,6.0,16.0,1005.0,0.89,0.0,0.0,4.0,46.0
46.0,5.0,13.0,1005.0,1.79,0.0,0.0,2.0,30.0
30.0,4.0,14.0,1005.0,3.13,0.0,0.0,3.0,27.0
27.0,5.0,12.0,1006.0,7.15,0.0,0.0,3.0,26.0
26.0,4.0,13.0,1006.0,10.28,0.0,0.0,3.0,17.0
17.0,4.0,13.0,1007.0,13.41,0.0,0.0,3.0,19.0
19.0,4.0,16.0,1007.0,18.33,0.0,0.0,3.0,15.0
15.0,5.0,17.0,1008.0,3.13,0.0,0.0,2.0,27.0
27.0,5.0,19.0,1009.0,4.02,0.0,0.0,3.0,23.0
23.0,5.0,21.0,1009.0,8.04,0.0,0.0,3.0,0.0
0.0,4.0,22.0,1009.0,4.02,0.0,0.0,2.0,18.0
18.0,3.0,23.0,1009.0,4.02,0.0,0.0,4.0,14.0
14.0,3.0,24.0,1008.0,3.13,0.0,0.0,3.0,16.0
16.0,2.0,25.0,1007.0,1.79,0.0,0.0,4.0,20.0
20.0,3.0,26.0,1006.0,3.58,0.0,0.0,4.0,29.0
29.0,4.0,26.0,1006.0,4.02,0.0,0.0,1.0,45.0
45.0,3.0,26.0,1006.0,7.15,0.0,0.0,1.0,46.0
46.0,4.0,25.0,1006.0,8.94,0.0,0.0,1.0,48.0
48.0,4.0,24.0,1007.0,12.07,0.0,0.0,1.0,47.0
47.0,3.0,23.0,1007.0,16.99,0.0,0.0,1.0,39.0
39.0,4.0,21.0,1008.0,20.12,0.0,0.0,1.0,53.0
53.0,5.0,20.0,1009.0,23.25,0.0,0.0,1.0,55.0
55.0,5.0,18.0,1010.0,25.04,0.0,0.0,1.0,50.0
50.0,5.0,19.0,1011.0,29.06,0.0,0.0,1.0,69.0
69.0,7.0,16.0,1012.0,33.08,0.0,0.0,1.0,80.0
80.0,7.0,15.0,1012.0,37.1,0.0,0.0,1.0,88.0
88.0,7.0,15.0,1012.0,38.89,0.0,0.0,1.0,62.0
62.0,6.0,14.0,1012.0,40.68,0.0,0.0,1.0,54.0
54.0,6.0,14.0,1012.0,0.89,0.0,0.0,4.0,66.0
66.0,6.0,14.0,1013.0,0.89,0.0,0.0,1.0,64.0
64.0,6.0,14.0,1013.0,1.78,0.0,0.0,1.0,79.0
79.0,7.0,15.0,1013.0,2.67,0.0,0.0,1.0,82.0
82.0,7.0,18.0,1013.0,5.8,0.0,0.0,1.0,80.0
80.0,6.0,19.0,1013.0,7.59,0.0,0.0,1.0,63.0
63.0,6.0,21.0,1012.0,9.38,0.0,0.0,1.0,54.0
54.0,5.0,22.0,1011.0,13.4,0.0,0.0,1.0,59.0
59.0,7.0,20.0,1010.0,17.42,0.0,0.0,1.0,53.0
53.0,5.0,20.0,1010.0,22.34,0.0,0.0,1.0,39.0
39.0,6.0,20.0,1009.0,25.47,0.0,1.0,1.0,40.0
40.0,9.0,15.0,1009.0,29.49,0.0,2.0,1.0,42.0
42.0,11.0,14.0,1009.0,31.28,0.0,3.0,1.0,46.0
46.0,11.0,13.0,1008.0,0.89,0.0,4.0,4.0,44.0
44.0,11.0,13.0,1008.0,4.92,0.0,5.0,3.0,41.0
41.0,11.0,13.0,1008.0,8.05,0.0,6.0,3.0,58.0
58.0,12.0,12.0,1007.0,1.79,0.0,7.0,2.0,63.0
63.0,12.0,12.0,1007.0,0.89,0.0,8.0,4.0,65.0
65.0,12.0,12.0,1007.0,1.78,0.0,9.0,4.0,61.0
61.0,12.0,13.0,1007.0,1.79,0.0,0.0,2.0,76.0
76.0,12.0,13.0,1006.0,0.89,0.0,0.0,4.0,78.0
78.0,12.0,13.0,1005.0,0.89,0.0,0.0,3.0,74.0
74.0,11.0,12.0,1003.0,2.68,0.0,0.0,3.0,78.0
78.0,12.0,12.0,1004.0,4.47,0.0,0.0,3.0,83.0
83.0,11.0,12.0,1004.0,5.36,0.0,0.0,3.0,79.0
79.0,11.0,12.0,1005.0,7.15,0.0,0.0,3.0,88.0
88.0,12.0,13.0,1005.0,8.94,0.0,0.0,3.0,82.0
82.0,12.0,13.0,1005.0,10.73,0.0,0.0,3.0,84.0
84.0,13.0,15.0,1006.0,14.75,0.0,0.0,3.0,94.0
94.0,13.0,17.0,1006.0,16.54,0.0,0.0,3.0,75.0
75.0,13.0,21.0,1006.0,18.33,0.0,0.0,3.0,40.0
40.0,12.0,24.0,1006.0,21.46,0.0,0.0,3.0,33.0
33.0,9.0,24.0,1006.0,1.79,0.0,0.0,1.0,38.0
38.0,9.0,25.0,1005.0,1.79,0.0,0.0,4.0,22.0
22.0,7.0,25.0,1005.0,1.79,0.0,0.0,1.0,19.0
19.0,9.0,24.0,1005.0,0.89,0.0,0.0,4.0,23.0
23.0,4.0,25.0,1006.0,3.13,0.0,0.0,3.0,18.0
18.0,2.0,24.0,1006.0,10.28,0.0,0.0,3.0,20.0
20.0,-1.0,23.0,1007.0,15.2,0.0,1.0,3.0,20.0
20.0,1.0,23.0,1007.0,21.01,0.0,2.0,3.0,25.0
25.0,0.0,22.0,1008.0,25.03,0.0,0.0,3.0,35.0
35.0,1.0,21.0,1009.0,29.95,0.0,0.0,3.0,28.0
28.0,3.0,21.0,1009.0,33.97,0.0,0.0,3.0,28.0
28.0,3.0,20.0,1009.0,37.99,0.0,0.0,3.0,31.0
31.0,3.0,19.0,1009.0,42.91,0.0,0.0,3.0,26.0
26.0,3.0,20.0,1009.0,46.93,0.0,0.0,3.0,22.0
22.0,4.0,18.0,1009.0,48.72,0.0,0.0,3.0,16.0
16.0,9.0,15.0,1008.0,0.89,0.0,0.0,4.0,20.0
20.0,7.0,15.0,1008.0,1.78,0.0,0.0,4.0,24.0
24.0,5.0,12.0,1009.0,1.79,0.0,0.0,3.0,33.0
33.0,7.0,14.0,1009.0,4.92,0.0,0.0,3.0,32.0
32.0,7.0,16.0,1010.0,8.05,0.0,0.0,3.0,44.0
44.0,5.0,19.0,1009.0,12.07,0.0,0.0,3.0,76.0
76.0,4.0,21.0,1009.0,15.2,0.0,0.0,3.0,27.0
27.0,4.0,23.0,1009.0,3.13,0.0,0.0,2.0,24.0
24.0,0.0,25.0,1009.0,0.89,0.0,0.0,4.0,21.0
21.0,3.0,26.0,1008.0,1.79,0.0,0.0,1.0,28.0
28.0,4.0,26.0,1008.0,5.81,0.0,0.0,1.0,32.0
32.0,4.0,26.0,1007.0,8.94,0.0,0.0,1.0,70.0
70.0,6.0,26.0,1006.0,12.07,0.0,0.0,1.0,41.0
41.0,5.0,26.0,1006.0,15.2,0.0,0.0,1.0,29.0
29.0,6.0,26.0,1006.0,19.22,0.0,0.0,1.0,23.0
23.0,7.0,24.0,1006.0,24.14,0.0,0.0,1.0,24.0
24.0,7.0,22.0,1006.0,29.06,0.0,0.0,1.0,27.0
27.0,9.0,21.0,1006.0,33.08,0.0,0.0,1.0,35.0
35.0,11.0,19.0,1007.0,36.21,0.0,0.0,1.0,46.0
46.0,13.0,18.0,1007.0,39.34,0.0,0.0,1.0,56.0
56.0,13.0,17.0,1007.0,42.47,0.0,0.0,1.0,80.0
80.0,13.0,16.0,1006.0,45.6,0.0,0.0,1.0,83.0
83.0,13.0,15.0,1006.0,48.73,0.0,0.0,1.0,86.0
86.0,12.0,15.0,1006.0,50.52,0.0,0.0,1.0,92.0
92.0,12.0,13.0,1006.0,51.41,0.0,0.0,1.0,98.0
98.0,12.0,13.0,1006.0,52.3,0.0,0.0,1.0,98.0
98.0,11.0,12.0,1006.0,0.89,0.0,0.0,4.0,104.0
104.0,12.0,13.0,1007.0,1.79,0.0,0.0,2.0,106.0
106.0,14.0,15.0,1007.0,0.89,0.0,0.0,4.0,111.0
111.0,14.0,18.0,1007.0,1.78,0.0,0.0,4.0,117.0
117.0,14.0,19.0,1006.0,1.79,0.0,0.0,2.0,102.0
102.0,14.0,22.0,1006.0,0.89,0.0,0.0,4.0,99.0
99.0,14.0,25.0,1006.0,2.68,0.0,0.0,4.0,184.0
184.0,7.0,27.0,1006.0,3.13,0.0,0.0,3.0,202.0
202.0,-2.0,29.0,1005.0,12.07,0.0,0.0,3.0,165.0
165.0,-2.0,29.0,1004.0,21.9,0.0,0.0,3.0,159.0
159.0,-2.0,29.0,1004.0,30.84,0.0,0.0,3.0,183.0
183.0,-4.0,28.0,1004.0,39.78,0.0,0.0,3.0,118.0
118.0,-5.0,28.0,1004.0,49.61,0.0,0.0,3.0,61.0
61.0,-6.0,26.0,1005.0,58.55,0.0,0.0,3.0,33.0
33.0,-8.0,24.0,1006.0,66.6,0.0,0.0,3.0,44.0
44.0,-10.0,23.0,1007.0,77.78,0.0,0.0,3.0,60.0
60.0,-12.0,22.0,1009.0,86.72,0.0,0.0,3.0,56.0
56.0,-12.0,21.0,1010.0,95.66,0.0,0.0,3.0,68.0
68.0,-12.0,20.0,1010.0,105.49,0.0,0.0,3.0,51.0
51.0,-12.0,19.0,1010.0,115.32,0.0,0.0,3.0,75.0
75.0,-12.0,18.0,1010.0,120.24,0.0,0.0,3.0,72.0
72.0,-13.0,16.0,1010.0,127.39,0.0,0.0,3.0,77.0
77.0,-14.0,16.0,1010.0,133.2,0.0,0.0,3.0,72.0
72.0,-13.0,15.0,1010.0,138.12,0.0,0.0,3.0,69.0
69.0,-12.0,14.0,1010.0,141.25,0.0,0.0,3.0,63.0
63.0,-10.0,14.0,1010.0,145.27,0.0,0.0,3.0,63.0
63.0,-9.0,16.0,1009.0,150.19,0.0,0.0,3.0,60.0
60.0,-11.0,18.0,1009.0,160.02,0.0,0.0,3.0,56.0
56.0,-11.0,18.0,1009.0,172.09,0.0,0.0,3.0,35.0
35.0,-7.0,18.0,1009.0,181.03,0.0,0.0,3.0,24.0
24.0,-4.0,18.0,1010.0,190.86,0.0,0.0,3.0,22.0
22.0,-2.0,20.0,1010.0,199.8,0.0,0.0,3.0,17.0
17.0,-1.0,21.0,1009.0,207.85,0.0,0.0,3.0,12.0
12.0,0.0,22.0,1009.0,216.79,0.0,0.0,3.0,12.0
12.0,1.0,23.0,1009.0,224.84,0.0,0.0,3.0,11.0
11.0,1.0,24.0,1008.0,233.78,0.0,0.0,3.0,63.0
63.0,-2.0,24.0,1007.0,243.61,0.0,0.0,3.0,32.0
32.0,-2.0,23.0,1008.0,254.79,0.0,0.0,3.0,34.0
34.0,-2.0,22.0,1009.0,260.6,0.0,0.0,3.0,32.0
32.0,-3.0,22.0,1009.0,268.65,0.0,0.0,3.0,24.0
24.0,-2.0,21.0,1010.0,273.57,0.0,0.0,3.0,16.0
16.0,0.0,16.0,1010.0,276.7,0.0,0.0,3.0,29.0
29.0,-2.0,20.0,1010.0,281.62,0.0,0.0,3.0,27.0
27.0,-2.0,19.0,1010.0,286.54,0.0,0.0,3.0,22.0
22.0,-2.0,19.0,1010.0,291.46,0.0,0.0,3.0,20.0
20.0,-2.0,18.0,1010.0,296.38,0.0,0.0,3.0,18.0
18.0,-3.0,18.0,1009.0,300.4,0.0,0.0,3.0,24.0
24.0,-5.0,18.0,1009.0,304.42,0.0,0.0,3.0,18.0
18.0,-4.0,17.0,1010.0,3.13,0.0,0.0,4.0,29.0
29.0,2.0,15.0,1010.0,3.58,0.0,0.0,4.0,20.0
20.0,1.0,19.0,1010.0,4.47,0.0,0.0,4.0,28.0
28.0,-3.0,22.0,1010.0,8.05,0.0,0.0,3.0,28.0
28.0,-3.0,23.0,1010.0,17.88,0.0,0.0,3.0,27.0
27.0,-3.0,24.0,1010.0,30.84,0.0,0.0,3.0,27.0
27.0,-4.0,25.0,1010.0,46.04,0.0,0.0,3.0,27.0
27.0,-4.0,26.0,1009.0,59.9,0.0,0.0,3.0,31.0
31.0,-4.0,26.0,1009.0,75.1,0.0,0.0,3.0,28.0
28.0,-4.0,26.0,1008.0,87.17,0.0,0.0,3.0,25.0
25.0,-4.0,26.0,1008.0,100.13,0.0,0.0,3.0,24.0
24.0,-5.0,26.0,1008.0,112.2,0.0,0.0,3.0,32.0
32.0,-5.0,25.0,1009.0,124.27,0.0,0.0,3.0,31.0
31.0,-6.0,24.0,1009.0,134.1,0.0,0.0,3.0,35.0
35.0,-7.0,24.0,1009.0,143.93,0.0,0.0,3.0,70.0
70.0,-6.0,23.0,1011.0,151.98,0.0,0.0,3.0,40.0
40.0,-6.0,22.0,1012.0,156.9,0.0,0.0,3.0,72.0
72.0,-7.0,22.0,1012.0,161.82,0.0,0.0,3.0,59.0
59.0,-5.0,21.0,1012.0,164.95,0.0,0.0,3.0,44.0
44.0,-6.0,21.0,1012.0,168.97,0.0,0.0,3.0,27.0
27.0,-6.0,21.0,1012.0,174.78,0.0,0.0,3.0,31.0
31.0,-7.0,21.0,1011.0,179.7,0.0,0.0,3.0,29.0
29.0,0.0,17.0,1011.0,0.89,0.0,0.0,4.0,25.0
25.0,-7.0,21.0,1010.0,7.15,0.0,0.0,3.0,22.0
22.0,-6.0,19.0,1010.0,11.17,0.0,0.0,3.0,21.0
21.0,-4.0,20.0,1010.0,12.96,0.0,0.0,3.0,27.0
27.0,-2.0,22.0,1010.0,4.02,0.0,0.0,1.0,32.0
32.0,0.0,24.0,1010.0,7.15,0.0,0.0,1.0,26.0
26.0,-2.0,27.0,1010.0,12.07,0.0,0.0,1.0,30.0
30.0,-3.0,27.0,1010.0,5.81,0.0,0.0,3.0,25.0
25.0,-4.0,29.0,1009.0,13.86,0.0,0.0,3.0,26.0
26.0,-4.0,30.0,1008.0,22.8,0.0,0.0,3.0,20.0
20.0,-4.0,31.0,1007.0,30.85,0.0,0.0,3.0,16.0
16.0,-4.0,30.0,1006.0,40.68,0.0,0.0,3.0,18.0
18.0,-4.0,31.0,1005.0,4.92,0.0,0.0,1.0,22.0
22.0,-1.0,29.0,1004.0,12.97,0.0,0.0,1.0,27.0
27.0,-1.0,28.0,1004.0,21.02,0.0,0.0,1.0,40.0
40.0,0.0,27.0,1004.0,29.07,0.0,0.0,1.0,29.0
29.0,0.0,26.0,1004.0,38.01,0.0,0.0,1.0,58.0
58.0,2.0,25.0,1004.0,45.16,0.0,0.0,1.0,50.0
50.0,2.0,24.0,1005.0,52.31,0.0,0.0,1.0,39.0
39.0,2.0,23.0,1004.0,59.46,0.0,0.0,1.0,46.0
46.0,2.0,23.0,1004.0,65.27,0.0,0.0,1.0,53.0
