Time,Longitude,Description,Latitude,Duration
02/14/2022 12:54:00,-122.401464,1125-Traffic Hazard,37.72401,31.0
02/14/2022 15:47:00,-122.45352,1182-Trfc Collision-No Inj,37.712079,53.0
02/14/2022 16:56:00,-122.439969,1125-Traffic Hazard,37.729924,3.0
02/14/2022 17:25:00,-122.316798,1183-Trfc Collision-Unkn Inj,37.824221,44.0
02/14/2022 19:32:00,-122.366991,1125-Traffic Hazard,37.808203,2.0
02/14/2022 20:08:00,-122.467495,MZP-Assist CT with Maintenance,37.672859,0.0
02/14/2022 21:54:00,-122.393183,CZP-Assist with Construction,37.701061,16.0
02/14/2022 22:34:00,-122.377806,CZP-Assist with Construction,37.798183,355.0
02/15/2022 03:11:00,-122.403812,1125-Traffic Hazard,37.660428,2.0
02/15/2022 04:02:00,-122.405502,1125-Traffic Hazard,37.767567,7.0
02/15/2022 08:10:00,-122.39951,1182-Trfc Collision-No Inj,37.719288,28.0
02/15/2022 08:30:00,-122.395851,1125-Traffic Hazard,37.767668,47.0
02/15/2022 09:58:00,-122.40282,1125-Traffic Hazard,37.753134,18.0
02/15/2022 10:49:00,-122.3201,20002-Hit and Run No Injuries,37.822692,55.0
02/15/2022 14:35:00,-122.405578,FIRE-Report of Fire,37.743949,33.0
02/15/2022 14:34:00,-122.405846,1183-Trfc Collision-Unkn Inj,37.76181,54.0
02/15/2022 16:11:00,-122.398495,1183-Trfc Collision-Unkn Inj,37.71554,64.0
02/15/2022 17:51:00,-122.36171,1125-Traffic Hazard,37.813098,18.0
02/15/2022 17:57:00,-122.448254,1125-Traffic Hazard,37.719157,7.0
02/15/2022 18:49:00,-122.401983,1182-Trfc Collision-No Inj,37.778062,71.0
02/15/2022 19:00:00,-122.451381,1125-Traffic Hazard,37.714126,8.0
02/15/2022 19:42:00,-122.392571,1183-Trfc Collision-Unkn Inj,37.784858,12.0
02/15/2022 20:42:00,-122.391447,1125-Traffic Hazard,37.785495,4.0
02/15/2022 22:37:00,-122.439501,1183-Trfc Collision-Unkn Inj,37.729942,12.0
02/15/2022 22:55:00,-122.402997,FIRE-Report of Fire,37.752501,1.0
02/16/2022 06:08:00,-122.397252,1125-Traffic Hazard,37.78173,3.0
02/16/2022 06:48:00,-122.401165,1125-Traffic Hazard,37.778081,69.0
02/16/2022 08:03:00,-122.406002,1125-Traffic Hazard,37.643058,57.0
02/16/2022 08:45:00,-122.403729,1182-Trfc Collision-No Inj,37.72999,6.0
02/16/2022 10:17:00,-122.402749,1125-Traffic Hazard,37.727319,11.0
02/16/2022 10:57:00,-122.405721,1125-Traffic Hazard,37.770914,9.0
02/16/2022 10:59:00,-122.36171,1125-Traffic Hazard,37.813098,18.0
02/16/2022 12:06:00,-122.480727,1125-Traffic Hazard,37.670365,46.0
02/16/2022 12:12:00,-122.471279,1125-Traffic Hazard,37.700407,53.0
02/16/2022 13:09:00,-122.468222,1125-Traffic Hazard,37.673383,159.0
02/16/2022 13:27:00,-122.38547,1125-Traffic Hazard,37.606,38.0
02/16/2022 14:36:00,-122.45352,DOT-Request CalTrans Notify,37.712079,41.0
02/16/2022 14:56:00,-122.39266,1125-Traffic Hazard,37.784877,10.0
02/16/2022 14:58:00,-122.367026,20002-Hit and Run No Injuries,37.808318,28.0
02/16/2022 15:20:00,-122.366991,1125-Traffic Hazard,37.808203,21.0
02/16/2022 15:29:00,-122.317352,1179-Trfc Collision-1141 Enrt,37.82415,46.0
02/16/2022 18:32:00,-122.439969,1182-Trfc Collision-No Inj,37.729924,6.0
02/16/2022 19:08:00,-122.364005,1125-Traffic Hazard,37.811178,1.0
02/16/2022 22:49:00,-122.325966,CZP-Assist with Construction,37.822328,1.0
02/16/2022 23:25:00,-122.366974,1125-Traffic Hazard,37.808253,1.0
02/17/2022 04:08:00,-122.425998,1125-Traffic Hazard,37.620402,21.0
02/17/2022 05:39:00,-122.367026,1125-Traffic Hazard,37.808318,56.0
02/17/2022 07:57:00,-122.47164,1125-Traffic Hazard,37.698587,37.0
02/17/2022 08:03:00,-122.471253,1125-Traffic Hazard,37.684038,0.0
02/17/2022 08:00:00,-122.40526,1125-Traffic Hazard,37.766461,8.0
02/17/2022 08:07:00,-122.40526,1125-Traffic Hazard,37.766461,29.0
02/17/2022 08:55:00,-122.402997,1183-Trfc Collision-Unkn Inj,37.752501,156.0
02/17/2022 09:45:00,-122.45352,FIRE-Report of Fire,37.712079,10.0
02/17/2022 10:06:00,-122.423393,1182-Trfc Collision-No Inj,37.771786,9.0
02/17/2022 11:03:00,-122.471279,1125-Traffic Hazard,37.700407,24.0
02/17/2022 11:18:00,-122.423304,1125-Traffic Hazard,37.771852,2.0
02/17/2022 11:33:00,-122.414904,1125-Traffic Hazard,37.732277,10.0
02/17/2022 12:16:00,-122.401464,1125-Traffic Hazard,37.72401,13.0
02/17/2022 13:47:00,-122.402997,1125-Traffic Hazard,37.752501,20.0
02/17/2022 14:26:00,-122.446186,1125-Traffic Hazard,37.725772,8.0
02/17/2022 14:44:00,-122.405811,1182-Trfc Collision-No Inj,37.775564,80.0
02/17/2022 15:37:00,-122.404842,1125-Traffic Hazard,37.775944,21.0
02/17/2022 16:23:00,-122.425933,1125-Traffic Hazard,37.620705,51.0
02/17/2022 17:09:00,-122.40282,FIRE-Report of Fire,37.753134,1.0
02/17/2022 18:13:00,-122.432073,1182-Trfc Collision-No Inj,37.732235,25.0
02/17/2022 18:16:00,-122.367026,20002-Hit and Run No Injuries,37.808318,23.0
02/17/2022 19:23:00,-122.366974,20002-Hit and Run No Injuries,37.808253,
02/17/2022 19:30:00,-122.416133,1182-Trfc Collision-No Inj,37.769668,33.0
02/17/2022 20:47:00,-122.485252,1125-Traffic Hazard,37.665539,8.0
02/17/2022 20:51:00,-122.412109,1125-Traffic Hazard,37.733502,21.0
02/17/2022 21:33:00,-122.393183,CZP-Assist with Construction,37.701061,102.0
02/17/2022 22:55:00,-122.384004,1183-Trfc Collision-Unkn Inj,37.604779,14.0
02/18/2022 02:14:00,-122.404904,20002-Hit and Run No Injuries,37.638051,12.0
02/18/2022 02:34:00,-122.393183,1125-Traffic Hazard,37.701061,9.0
02/18/2022 07:06:00,-122.471279,1125A-Animal Hazard,37.700407,1.0
02/18/2022 07:21:00,-122.430734,1125-Traffic Hazard,37.732175,33.0
02/18/2022 08:18:00,-122.395028,1125-Traffic Hazard,37.612414,29.0
02/18/2022 08:52:00,-122.401165,1125-Traffic Hazard,37.778081,2.0
02/18/2022 09:06:00,-122.404092,1125-Traffic Hazard,37.730321,225.0
02/18/2022 09:19:00,-122.406007,1125-Traffic Hazard,37.641111,4.0
02/18/2022 11:28:00,-122.416885,1183-Trfc Collision-Unkn Inj,37.769581,36.0
02/18/2022 12:04:00,-122.40282,FIRE-Report of Fire,37.753134,3.0
02/18/2022 12:15:00,-122.405811,1183-Trfc Collision-Unkn Inj,37.775564,65.0
02/18/2022 13:23:00,-122.38547,1182-Trfc Collision-No Inj,37.606,42.0
02/18/2022 14:35:00,-122.404904,1125-Traffic Hazard,37.638051,9.0
02/18/2022 15:45:00,-122.38547,1125-Traffic Hazard,37.606,20.0
02/18/2022 16:52:00,-122.367026,1125-Traffic Hazard,37.808318,30.0
02/18/2022 18:02:00,-122.389154,1125-Traffic Hazard,37.787511,23.0
02/18/2022 18:36:00,-122.389859,20002-Hit and Run No Injuries,37.78699,26.0
02/18/2022 19:08:00,-122.391972,1183-Trfc Collision-Unkn Inj,37.609964,56.0
02/18/2022 19:31:00,-122.448457,1125-Traffic Hazard,37.719141,26.0
02/18/2022 20:17:00,-122.452394,1125-Traffic Hazard,37.649757,24.0
02/18/2022 21:42:00,-122.465358,1125-Traffic Hazard,37.710344,1.0
02/19/2022 01:19:00,-122.405846,WW-Wrong Way Driver,37.76181,48.0
02/19/2022 04:20:00,-122.328245,1125-Traffic Hazard,37.822158,53.0
02/19/2022 09:32:00,-122.406007,1125-Traffic Hazard,37.641111,16.0
02/19/2022 10:08:00,-122.412227,1125-Traffic Hazard,37.73313,3.0
02/19/2022 10:33:00,-122.392246,1183-Trfc Collision-Unkn Inj,37.759824,54.0
02/19/2022 10:57:00,-122.401639,1125-Traffic Hazard,37.725182,57.0
02/19/2022 11:13:00,-122.405578,1125-Traffic Hazard,37.743949,1.0
02/19/2022 12:44:00,-122.40282,1182-Trfc Collision-No Inj,37.753134,30.0
02/19/2022 14:20:00,-122.406642,1125-Traffic Hazard,37.650251,17.0
02/19/2022 15:38:00,-122.392571,1179-Trfc Collision-1141 Enrt,37.784858,88.0
02/19/2022 16:01:00,-122.367026,1125-Traffic Hazard,37.808318,3.0
02/19/2022 17:03:00,-122.398561,1183-Trfc Collision-Unkn Inj,37.61648,186.0
02/19/2022 18:27:00,-122.367026,1183-Trfc Collision-Unkn Inj,37.808318,81.0
02/19/2022 19:21:00,-122.317352,1125-Traffic Hazard,37.82415,17.0
02/19/2022 20:51:00,-122.401983,1183-Trfc Collision-Unkn Inj,37.778062,173.0
02/19/2022 20:47:00,-122.405867,1182-Trfc Collision-No Inj,37.768215,14.0
02/19/2022 23:15:00,-122.463168,1179-Trfc Collision-1141 Enrt,37.659482,55.0
02/20/2022 00:24:00,-122.46546,1125-Traffic Hazard,37.664109,19.0
02/20/2022 01:42:00,-122.403812,1125-Traffic Hazard,37.660428,19.0
02/20/2022 04:41:00,-122.389859,1125-Traffic Hazard,37.78699,4.0
02/20/2022 13:26:00,-122.476261,1125-Traffic Hazard,37.671281,3.0
02/20/2022 14:44:00,-122.423413,1125A-Animal Hazard,37.731566,35.0
02/20/2022 18:10:00,-122.480709,1125-Traffic Hazard,37.67053,31.0
02/20/2022 19:11:00,-122.467495,1125-Traffic Hazard,37.672859,17.0
02/20/2022 19:41:00,-122.377875,1125-Traffic Hazard,37.798222,5.0
02/20/2022 21:10:00,-122.377806,1125-Traffic Hazard,37.798183,5.0
02/20/2022 21:53:00,-122.406007,1183-Trfc Collision-Unkn Inj,37.641111,103.0
02/21/2022 00:39:00,-122.414904,1125-Traffic Hazard,37.732277,25.0
02/21/2022 01:40:00,-122.36171,20002-Hit and Run No Injuries,37.813098,17.0
02/21/2022 05:09:00,-122.439692,20002-Hit and Run No Injuries,37.636879,11.0
02/21/2022 06:00:00,-122.366974,1125-Traffic Hazard,37.808253,54.0
02/21/2022 06:39:00,-122.392204,1125-Traffic Hazard,37.750228,6.0
02/21/2022 07:37:00,-122.36171,1125-Traffic Hazard,37.813098,9.0
02/21/2022 07:43:00,-122.366974,1179-Trfc Collision-1141 Enrt,37.808253,57.0
02/21/2022 07:42:00,-122.36171,20002-Hit and Run No Injuries,37.813098,58.0
02/21/2022 09:22:00,-122.41136,1125-Traffic Hazard,37.733918,16.0
02/21/2022 11:18:00,-122.405883,1125-Traffic Hazard,37.641874,1.0
02/21/2022 12:24:00,-122.361464,1125-Traffic Hazard,37.813756,29.0
02/21/2022 13:18:00,-122.401464,1125-Traffic Hazard,37.72401,11.0
02/21/2022 14:37:00,-122.401639,1125-Traffic Hazard,37.725182,41.0
02/21/2022 15:07:00,-122.406007,1125-Traffic Hazard,37.641111,36.0
02/21/2022 16:54:00,-122.392638,1125-Traffic Hazard,37.761351,
02/21/2022 17:11:00,-122.405811,1183-Trfc Collision-Unkn Inj,37.775564,22.0
02/21/2022 21:34:00,-122.416133,1183-Trfc Collision-Unkn Inj,37.769668,132.0
02/21/2022 22:19:00,-122.41136,1125-Traffic Hazard,37.733918,12.0
02/21/2022 23:26:00,-122.377806,WIND Advisory,37.798183,806.0
02/22/2022 03:20:00,-122.366974,1183-Trfc Collision-Unkn Inj,37.808253,24.0
02/22/2022 06:06:00,-122.480709,1182-Trfc Collision-No Inj,37.67053,61.0
02/22/2022 06:22:00,-122.404842,1125-Traffic Hazard,37.775944,0.0
02/22/2022 06:18:00,-122.407848,20002-Hit and Run No Injuries,37.740299,37.0
02/22/2022 06:30:00,-122.471279,1182-Trfc Collision-No Inj,37.700407,46.0
02/22/2022 08:36:00,-122.46546,1125-Traffic Hazard,37.664109,14.0
02/22/2022 09:54:00,-122.406002,1182-Trfc Collision-No Inj,37.643058,30.0
02/22/2022 10:18:00,-122.392204,1125-Traffic Hazard,37.750228,17.0
02/22/2022 11:33:00,-122.38547,1125-Traffic Hazard,37.606,20.0
02/22/2022 11:49:00,-122.391972,1125-Traffic Hazard,37.609964,0.0
02/22/2022 12:00:00,-122.393183,1125-Traffic Hazard,37.701061,1.0
02/22/2022 13:03:00,-122.369942,1183-Trfc Collision-Unkn Inj,37.805629,10.0
02/22/2022 13:11:00,-122.405846,20002-Hit and Run No Injuries,37.76181,
02/22/2022 14:06:00,-122.393183,1125-Traffic Hazard,37.701061,5.0
02/22/2022 14:04:00,-122.39951,1125-Traffic Hazard,37.719288,2.0
02/22/2022 17:00:00,-122.392246,1125-Traffic Hazard,37.759824,21.0
02/22/2022 20:05:00,-122.509681,CZP-Assist with Construction,37.582375,0.0
02/22/2022 20:18:00,-122.449624,1125-Traffic Hazard,37.645905,27.0
02/22/2022 23:07:00,-122.366991,1125-Traffic Hazard,37.808203,42.0
02/23/2022 00:25:00,-122.446015,FIRE-Report of Fire,37.726304,269.0
02/23/2022 08:32:00,-122.40437,1125-Traffic Hazard,37.731813,1.0
02/23/2022 10:48:00,-122.391746,1125-Traffic Hazard,37.693391,68.0
02/23/2022 11:18:00,-122.402997,1179-Trfc Collision-1141 Enrt,37.752501,55.0
02/23/2022 12:15:00,-122.41541,1125-Traffic Hazard,37.731979,28.0
02/23/2022 15:33:00,-122.470568,1179-Trfc Collision-1141 Enrt,37.690867,102.0
02/23/2022 22:57:00,-122.325921,CZP-Assist with Construction,37.821989,0.0
02/24/2022 00:04:00,-122.411768,1125-Traffic Hazard,37.633983,35.0
02/24/2022 05:25:00,-122.404904,1183-Trfc Collision-Unkn Inj,37.638051,42.0
02/24/2022 06:16:00,-122.408999,1182-Trfc Collision-No Inj,37.634087,25.0
02/24/2022 06:43:00,-122.366974,20002-Hit and Run No Injuries,37.808253,6.0
02/24/2022 07:43:00,-122.405939,1166-Defective Traffic Signals,37.657178,3.0
02/24/2022 08:13:00,-122.39951,1179-Trfc Collision-1141 Enrt,37.719288,16.0
02/24/2022 08:27:00,-122.366991,1125-Traffic Hazard,37.808203,6.0
02/24/2022 08:42:00,-122.367026,1183-Trfc Collision-Unkn Inj,37.808318,7.0
02/24/2022 08:57:00,-122.45352,1182-Trfc Collision-No Inj,37.712079,10.0
02/24/2022 10:02:00,-122.401983,1182-Trfc Collision-No Inj,37.778062,16.0
02/24/2022 10:21:00,-122.405846,1125-Traffic Hazard,37.76181,13.0
02/24/2022 12:03:00,-122.367026,1125-Traffic Hazard,37.808318,15.0
02/24/2022 12:47:00,-122.366974,1125-Traffic Hazard,37.808253,14.0
02/24/2022 12:53:00,-122.389859,1183-Trfc Collision-Unkn Inj,37.78699,6.0
02/24/2022 13:28:00,-122.384004,1125-Traffic Hazard,37.604779,3.0
02/24/2022 13:24:00,-122.366974,1125-Traffic Hazard,37.808253,3.0
02/24/2022 13:38:00,-122.405578,1125-Traffic Hazard,37.743949,22.0
02/24/2022 13:51:00,-122.402997,1125-Traffic Hazard,37.752501,12.0
02/24/2022 14:31:00,-122.405622,1125-Traffic Hazard,37.733096,74.0
02/24/2022 14:56:00,-122.406733,1125A-Animal Hazard,37.734974,14.0
02/24/2022 14:59:00,-122.403729,1125-Traffic Hazard,37.72999,34.0
02/24/2022 17:14:00,-122.405578,1182-Trfc Collision-No Inj,37.743949,49.0
02/24/2022 19:46:00,-122.391447,1125-Traffic Hazard,37.785495,8.0
02/24/2022 22:41:00,-122.40223,1125-Traffic Hazard,37.737483,3.0
02/25/2022 00:32:00,-122.366684,1125-Traffic Hazard,37.8087,2.0
02/25/2022 05:26:00,-122.40282,1183-Trfc Collision-Unkn Inj,37.753134,108.0
02/25/2022 05:32:00,-122.407848,1183-Trfc Collision-Unkn Inj,37.740299,2.0
02/25/2022 06:11:00,-122.396201,1125-Traffic Hazard,37.767635,12.0
02/25/2022 06:23:00,-122.397252,1125-Traffic Hazard,37.78173,7.0
02/25/2022 06:31:00,-122.38547,CFIRE-Car Fire,37.606,1.0
02/25/2022 06:41:00,-122.405578,1125-Traffic Hazard,37.743949,6.0
02/25/2022 06:50:00,-122.467303,1125-Traffic Hazard,37.709316,31.0
02/25/2022 08:43:00,-122.405867,1125-Traffic Hazard,37.768215,27.0
02/25/2022 09:40:00,-122.392246,1125-Traffic Hazard,37.759824,54.0
02/25/2022 10:50:00,-122.367026,1125-Traffic Hazard,37.808318,1.0
02/25/2022 12:12:00,-122.405721,1125-Traffic Hazard,37.770914,11.0
02/25/2022 12:33:00,-122.40282,FIRE-Report of Fire,37.753134,3.0
02/25/2022 13:02:00,-122.366684,1125-Traffic Hazard,37.8087,1.0
02/25/2022 13:06:00,-122.394191,1182-Trfc Collision-No Inj,37.704218,40.0
02/25/2022 13:32:00,-122.405846,1182-Trfc Collision-No Inj,37.76181,26.0
02/25/2022 14:42:00,-122.405389,1183-Trfc Collision-Unkn Inj,37.658645,71.0
02/25/2022 19:35:00,-122.395505,1125-Traffic Hazard,37.711312,3.0
02/25/2022 21:09:00,-122.393183,CZP-Assist with Construction,37.701061,97.0
02/25/2022 21:44:00,-122.446186,FIRE-Report of Fire,37.725772,302.0
02/25/2022 23:18:00,-122.401165,1125-Traffic Hazard,37.778081,68.0
02/26/2022 06:22:00,-122.401464,1183-Trfc Collision-Unkn Inj,37.72401,51.0
02/26/2022 09:57:00,-122.39682,1125-Traffic Hazard,37.742983,2.0
02/26/2022 11:41:00,-122.468222,1183-Trfc Collision-Unkn Inj,37.673383,96.0
02/26/2022 11:46:00,-122.408198,1182-Trfc Collision-No Inj,37.633795,19.0
02/26/2022 12:54:00,-122.463168,1125-Traffic Hazard,37.659482,22.0
02/26/2022 13:02:00,-122.405578,1183-Trfc Collision-Unkn Inj,37.743949,45.0
02/26/2022 13:07:00,-122.367026,1125-Traffic Hazard,37.808318,11.0
02/26/2022 13:48:00,-122.414904,1125-Traffic Hazard,37.732277,21.0
02/26/2022 15:32:00,-122.3201,ANIMAL-Live or Dead Animal,37.822692,49.0
02/26/2022 19:34:00,-122.408164,FIRE-Report of Fire,37.739978,5.0
02/26/2022 20:00:00,-122.338267,20002-Hit and Run No Injuries,37.820494,
02/26/2022 20:28:00,-122.465358,1125-Traffic Hazard,37.710344,10.0
02/26/2022 20:54:00,-122.485252,1183-Trfc Collision-Unkn Inj,37.665539,79.0
02/26/2022 21:07:00,-122.402997,1125-Traffic Hazard,37.752501,2.0
02/26/2022 21:11:00,-122.312041,1183-Trfc Collision-Unkn Inj,37.824105,52.0
02/26/2022 23:05:00,-122.430734,1125A-Animal Hazard,37.732175,2.0
02/26/2022 23:56:00,-122.423413,1125-Traffic Hazard,37.731566,25.0
02/27/2022 01:32:00,-122.446015,1182-Trfc Collision-No Inj,37.726304,71.0
02/27/2022 04:35:00,-122.366991,1125-Traffic Hazard,37.808203,3.0
02/27/2022 06:58:00,-122.425998,1125A-Animal Hazard,37.620402,1.0
02/27/2022 07:14:00,-122.480709,1179-Trfc Collision-1141 Enrt,37.67053,214.0
02/27/2022 10:54:00,-122.402525,1125-Traffic Hazard,37.737179,1.0
02/27/2022 16:13:00,-122.402749,1125-Traffic Hazard,37.727319,25.0
02/27/2022 16:42:00,-122.402997,1125-Traffic Hazard,37.752501,48.0
02/27/2022 17:59:00,-122.367026,1182-Trfc Collision-No Inj,37.808318,2.0
02/27/2022 18:12:00,-122.423304,1125-Traffic Hazard,37.771852,11.0
02/27/2022 18:35:00,-122.423393,1183-Trfc Collision-Unkn Inj,37.771786,2.0
02/27/2022 18:37:00,-122.405965,1179-Trfc Collision-1141 Enrt,37.770731,76.0
02/27/2022 19:31:00,-122.377875,CZP-Assist with Construction,37.798222,297.0
02/27/2022 20:16:00,-122.469656,1125-Traffic Hazard,37.67588,0.0
02/27/2022 22:43:00,-122.3929,1182-Trfc Collision-No Inj,37.61083,15.0
02/27/2022 22:39:00,-122.467303,1125-Traffic Hazard,37.709316,32.0
02/27/2022 22:47:00,-122.392571,CZP-Assist with Construction,37.784858,0.0
02/28/2022 01:01:00,-122.361552,1125-Traffic Hazard,37.813697,7.0
02/28/2022 07:24:00,-122.366974,WW-Wrong Way Driver,37.808253,29.0
02/28/2022 08:42:00,-122.467495,1125-Traffic Hazard,37.672859,15.0
02/28/2022 08:40:00,-122.402525,1125-Traffic Hazard,37.737179,3.0
02/28/2022 15:51:00,-122.366974,20002-Hit and Run No Injuries,37.808253,33.0
02/28/2022 16:17:00,-122.414206,1125-Traffic Hazard,37.732295,23.0
02/28/2022 20:38:00,-122.423393,1125-Traffic Hazard,37.771786,15.0
02/28/2022 22:16:00,-122.361552,1125-Traffic Hazard,37.813697,27.0
02/28/2022 22:35:00,-122.364194,CZP-Assist with Construction,37.810883,378.0
03/01/2022 03:42:00,-122.427629,1183-Trfc Collision-Unkn Inj,37.628803,4.0
03/01/2022 05:09:00,-122.377875,1125-Traffic Hazard,37.798222,15.0
03/01/2022 08:19:00,-122.46546,1125A-Animal Hazard,37.664109,3.0
03/01/2022 09:15:00,-122.39682,1125-Traffic Hazard,37.742983,59.0
03/01/2022 09:13:00,-122.471982,1125-Traffic Hazard,37.701458,16.0
03/01/2022 10:15:00,-122.467303,1125-Traffic Hazard,37.709316,2.0
03/01/2022 10:43:00,-122.402997,1125-Traffic Hazard,37.752501,58.0
03/01/2022 11:02:00,-122.40655,1183-Trfc Collision-Unkn Inj,37.772948,16.0
03/01/2022 10:58:00,-122.47164,1125-Traffic Hazard,37.698587,7.0
03/01/2022 11:10:00,-122.405846,1125-Traffic Hazard,37.76181,47.0
03/01/2022 11:53:00,-122.396457,1182-Trfc Collision-No Inj,37.665772,4.0
03/01/2022 12:47:00,-122.401639,1125-Traffic Hazard,37.725182,3.0
03/01/2022 13:09:00,-122.471982,1125-Traffic Hazard,37.701458,19.0
03/01/2022 16:23:00,-122.47646,1125-Traffic Hazard,37.661458,105.0
03/01/2022 16:31:00,-122.401983,1125-Traffic Hazard,37.778062,3.0
03/01/2022 17:07:00,-122.366974,1183-Trfc Collision-Unkn Inj,37.808253,38.0
03/01/2022 18:36:00,-122.405846,1125-Traffic Hazard,37.76181,28.0
03/01/2022 18:34:00,-122.408085,1183-Trfc Collision-Unkn Inj,37.740019,57.0
03/01/2022 19:12:00,-122.411768,1125-Traffic Hazard,37.633983,3.0
03/01/2022 19:11:00,-122.397252,1183-Trfc Collision-Unkn Inj,37.78173,45.0
03/01/2022 19:53:00,-122.467495,1125-Traffic Hazard,37.672859,22.0
03/01/2022 21:53:00,-122.401464,1125-Traffic Hazard,37.72401,14.0
03/01/2022 22:22:00,-122.403812,1182-Trfc Collision-No Inj,37.660428,41.0
03/02/2022 01:00:00,-122.39266,FIRE-Report of Fire,37.784877,19.0
03/02/2022 07:47:00,-122.423836,1182-Trfc Collision-No Inj,37.731355,6.0
03/02/2022 08:38:00,-122.439501,1183-Trfc Collision-Unkn Inj,37.729942,26.0
03/02/2022 08:57:00,-122.402997,1125-Traffic Hazard,37.752501,17.0
03/02/2022 09:41:00,-122.3201,1183-Trfc Collision-Unkn Inj,37.822692,12.0
03/02/2022 11:03:00,-122.448254,1125-Traffic Hazard,37.719157,5.0
03/02/2022 13:09:00,-122.392638,ANIMAL-Live or Dead Animal,37.761351,4.0
03/02/2022 14:48:00,-122.484711,1182-Trfc Collision-No Inj,37.663365,48.0
03/02/2022 16:00:00,-122.509953,MZP-Assist CT with Maintenance,37.582478,0.0
03/02/2022 16:17:00,-122.395501,1125-Traffic Hazard,37.782732,10.0
03/02/2022 20:31:00,-122.36171,1125-Traffic Hazard,37.813098,2.0
03/02/2022 21:00:00,-122.390435,20002-Hit and Run No Injuries,37.786294,59.0
03/02/2022 21:02:00,-122.313576,20002-Hit and Run No Injuries,37.823839,38.0
03/02/2022 22:34:00,-122.393183,CZP-Assist with Construction,37.701061,34.0
03/02/2022 22:48:00,-122.451381,1125-Traffic Hazard,37.714126,11.0
03/03/2022 00:16:00,-122.392571,1125-Traffic Hazard,37.784858,7.0
03/03/2022 02:25:00,-122.366974,1125-Traffic Hazard,37.808253,10.0
03/03/2022 07:00:00,-122.404092,1125-Traffic Hazard,37.730321,10.0
03/03/2022 07:14:00,-122.403729,20002-Hit and Run No Injuries,37.72999,37.0
03/03/2022 07:20:00,-122.317352,1125-Traffic Hazard,37.82415,0.0
03/03/2022 08:48:00,-122.313817,1125-Traffic Hazard,37.824803,23.0
03/03/2022 09:38:00,-122.4278,1182-Trfc Collision-No Inj,37.623624,5.0
03/03/2022 09:41:00,-122.449624,1179-Trfc Collision-1141 Enrt,37.645905,121.0
03/03/2022 09:44:00,-122.402997,FIRE-Report of Fire,37.752501,13.0
03/03/2022 09:52:00,-122.401316,1125-Traffic Hazard,37.624619,26.0
03/03/2022 14:39:00,-122.40655,1125-Traffic Hazard,37.772948,3.0
03/03/2022 15:12:00,-122.395206,1183-Trfc Collision-Unkn Inj,37.667073,9.0
03/03/2022 15:27:00,-122.401165,1182-Trfc Collision-No Inj,37.778081,20.0
03/03/2022 17:30:00,-122.439501,1183-Trfc Collision-Unkn Inj,37.729942,4.0
03/03/2022 17:46:00,-122.387523,20002-Hit and Run No Injuries,37.789053,47.0
03/03/2022 18:06:00,-122.395851,1125-Traffic Hazard,37.767668,10.0
03/03/2022 18:12:00,-122.396201,1125-Traffic Hazard,37.767635,15.0
03/03/2022 18:43:00,-122.387412,1183-Trfc Collision-Unkn Inj,37.606996,79.0
03/03/2022 18:57:00,-122.3201,20002-Hit and Run No Injuries,37.822692,0.0
03/03/2022 18:53:00,-122.36171,1183-Trfc Collision-Unkn Inj,37.813098,57.0
03/03/2022 18:58:00,-122.384004,1182-Trfc Collision-No Inj,37.604779,7.0
03/03/2022 19:11:00,-122.396156,1125A-Animal Hazard,37.7745,2.0
03/03/2022 20:13:00,-122.432073,1179-Trfc Collision-1141 Enrt,37.732235,36.0
03/03/2022 20:21:00,-122.419844,1183-Trfc Collision-Unkn Inj,37.632747,9.0
03/03/2022 20:35:00,-122.405578,1183-Trfc Collision-Unkn Inj,37.743949,108.0
03/03/2022 21:12:00,-122.402997,1179-Trfc Collision-1141 Enrt,37.752501,22.0
03/03/2022 21:58:00,-122.405206,1125-Traffic Hazard,37.765995,5.0
03/03/2022 22:54:00,-122.414904,1179-Trfc Collision-1141 Enrt,37.732277,115.0
03/04/2022 00:06:00,-122.40655,1183-Trfc Collision-Unkn Inj,37.772948,98.0
03/04/2022 00:14:00,-122.423393,1125-Traffic Hazard,37.771786,7.0
03/04/2022 00:43:00,-122.40223,1183-Trfc Collision-Unkn Inj,37.737483,111.0
03/04/2022 01:01:00,-122.465358,1125-Traffic Hazard,37.710344,1.0
03/04/2022 03:24:00,-122.391972,1125-Traffic Hazard,37.609964,10.0
03/04/2022 05:16:00,-122.366991,1125-Traffic Hazard,37.808203,9.0
03/04/2022 06:05:00,-122.389859,1183-Trfc Collision-Unkn Inj,37.78699,7.0
03/04/2022 06:32:00,-122.3201,1183-Trfc Collision-Unkn Inj,37.822692,2.0
03/04/2022 08:41:00,-122.465864,1125-Traffic Hazard,37.667714,14.0
03/04/2022 10:54:00,-122.402997,1125-Traffic Hazard,37.752501,31.0
03/04/2022 11:21:00,-122.400209,1125-Traffic Hazard,37.720795,0.0
03/04/2022 13:24:00,-122.463168,1125-Traffic Hazard,37.659482,19.0
03/04/2022 13:51:00,-122.416885,20002-Hit and Run No Injuries,37.769581,18.0
03/04/2022 14:10:00,-122.390699,20002-Hit and Run No Injuries,37.688811,
03/04/2022 15:05:00,-122.416885,1125-Traffic Hazard,37.769581,8.0
