AGE,B,CHAS,CRIM,DIS,INDUS,LSTAT,NOX,PRICE,PTRATIO,RAD,RM,TAX,ZN
42.2,383.78,0.0,0.09252,6.1899,4.93,7.37,0.428,23.3,16.6,6.0,6.606,300.0,30.0
54.3,391.25,0.0,0.11329,6.3361,4.93,11.38,0.428,22.0,16.6,6.0,6.897,300.0,30.0
65.1,394.62,0.0,0.10612,6.3361,4.93,12.4,0.428,20.1,16.6,6.0,6.095,300.0,30.0
52.9,372.75,0.0,0.1029,7.0355,4.93,11.22,0.428,22.2,16.6,6.0,6.358,300.0,30.0
7.8,374.71,0.0,0.12757,7.0355,4.93,5.19,0.428,23.7,16.6,6.0,6.393,300.0,30.0
76.5,372.49,0.0,0.20608,7.9549,5.86,12.5,0.431,17.6,19.1,7.0,5.593,330.0,22.0
70.2,389.13,0.0,0.19133,7.9549,5.86,18.46,0.431,18.5,19.1,7.0,5.605,330.0,22.0
34.9,390.18,0.0,0.33983,8.0555,5.86,9.16,0.431,24.3,19.1,7.0,6.108,330.0,22.0
79.2,376.14,0.0,0.19657,8.0555,5.86,10.15,0.431,20.5,19.1,7.0,6.226,330.0,22.0
49.1,374.71,0.0,0.16439,7.8265,5.86,9.52,0.431,24.5,19.1,7.0,6.433,330.0,22.0
17.5,393.74,0.0,0.19073,7.8265,5.86,6.56,0.431,26.2,19.1,7.0,6.718,330.0,22.0
13.0,396.28,0.0,0.1403,7.3967,5.86,5.9,0.431,24.4,19.1,7.0,6.487,330.0,22.0
8.9,377.07,0.0,0.21409,7.3967,5.86,3.59,0.431,24.8,19.1,7.0,6.438,330.0,22.0
6.8,386.09,0.0,0.08221,8.9067,5.86,3.53,0.431,29.6,19.1,7.0,6.957,330.0,22.0
8.4,396.9,0.0,0.36894,8.9067,5.86,3.54,0.431,42.8,19.1,7.0,8.259,330.0,22.0
32.0,392.89,0.0,0.04819,9.2203,3.64,6.57,0.392,21.9,16.4,1.0,6.108,315.0,80.0
19.1,395.18,0.0,0.03548,9.2203,3.64,9.25,0.392,20.9,16.4,1.0,5.876,315.0,80.0
34.2,386.34,0.0,0.01538,6.3361,3.75,3.11,0.394,44.0,15.9,3.0,7.454,244.0,90.0
86.9,389.7,0.0,0.61154,1.801,3.97,5.12,0.647,50.0,13.0,5.0,8.704,264.0,20.0
100.0,383.29,0.0,0.66351,1.8946,3.97,7.79,0.647,36.0,13.0,5.0,7.333,264.0,20.0
100.0,391.93,0.0,0.65665,2.0107,3.97,6.9,0.647,30.1,13.0,5.0,6.842,264.0,20.0
81.8,392.8,0.0,0.54011,2.1121,3.97,9.59,0.647,33.8,13.0,5.0,7.203,264.0,20.0
89.4,388.37,0.0,0.53412,2.1398,3.97,7.26,0.647,43.1,13.0,5.0,7.52,264.0,20.0
91.5,386.86,0.0,0.52014,2.2885,3.97,5.91,0.647,48.8,13.0,5.0,8.398,264.0,20.0
94.5,393.42,0.0,0.82526,2.0788,3.97,11.25,0.647,31.0,13.0,5.0,7.327,264.0,20.0
91.6,387.89,0.0,0.55007,1.9301,3.97,8.1,0.647,36.5,13.0,5.0,7.206,264.0,20.0
62.8,392.4,0.0,0.76162,1.9865,3.97,10.45,0.647,22.8,13.0,5.0,5.56,264.0,20.0
84.6,384.07,0.0,0.7857,2.1329,3.97,14.79,0.647,30.7,13.0,5.0,7.014,264.0,20.0
67.0,384.54,0.0,0.57834,2.4216,3.97,7.44,0.575,50.0,13.0,5.0,8.297,264.0,20.0
52.6,390.3,0.0,0.5405,2.872,3.97,3.16,0.575,43.5,13.0,5.0,7.47,264.0,20.0
61.5,391.34,1.0,0.09065,3.9175,6.96,13.65,0.464,20.7,18.6,3.0,5.92,223.0,20.0
42.1,388.65,0.0,0.29916,4.429,6.96,13.0,0.464,21.1,18.6,3.0,5.856,223.0,20.0
16.3,396.9,0.0,0.16211,4.429,6.96,6.59,0.464,25.2,18.6,3.0,6.24,223.0,20.0
58.7,394.96,0.0,0.1146,3.9175,6.96,7.73,0.464,24.4,18.6,3.0,6.538,223.0,20.0
51.8,390.77,1.0,0.22188,4.3665,6.96,6.58,0.464,35.2,18.6,3.0,7.691,223.0,20.0
32.9,396.9,1.0,0.05644,4.0776,6.41,3.53,0.447,32.4,17.6,4.0,6.758,254.0,40.0
42.8,396.9,0.0,0.09604,4.2673,6.41,2.98,0.447,32.0,17.6,4.0,6.854,254.0,40.0
49.0,389.25,1.0,0.10469,4.7872,6.41,6.05,0.447,33.2,17.6,4.0,7.267,254.0,40.0
27.6,393.45,1.0,0.06127,4.8628,6.41,4.16,0.447,33.1,17.6,4.0,6.826,254.0,40.0
32.1,396.9,0.0,0.07978,4.1403,6.41,7.19,0.447,29.1,17.6,4.0,6.482,254.0,40.0
32.2,396.9,0.0,0.21038,4.1007,3.33,4.85,0.4429,35.1,14.9,5.0,6.812,216.0,20.0
64.5,387.31,0.0,0.03578,4.6947,3.33,3.76,0.4429,45.4,14.9,5.0,7.82,216.0,20.0
37.2,392.23,0.0,0.03705,5.2447,3.33,4.59,0.4429,35.4,14.9,5.0,6.968,216.0,20.0
49.7,377.07,1.0,0.06129,5.2119,3.33,3.01,0.4429,46.0,14.9,5.0,7.645,216.0,20.0
24.8,395.52,1.0,0.01501,5.885,1.21,3.16,0.401,50.0,13.6,1.0,7.923,198.0,90.0
20.8,394.72,0.0,0.00906,7.3073,2.97,7.85,0.4,32.2,15.3,1.0,7.088,285.0,90.0
31.9,394.72,0.0,0.01096,7.3073,2.25,8.23,0.389,22.0,15.3,1.0,6.453,300.0,55.0
31.5,341.6,0.0,0.01965,9.0892,1.76,12.93,0.385,20.1,18.2,1.0,6.23,241.0,80.0
31.3,396.9,0.0,0.03871,7.3172,5.32,7.14,0.405,23.2,16.6,6.0,6.209,293.0,52.5
45.6,396.9,0.0,0.0459,7.3172,5.32,7.6,0.405,22.3,16.6,6.0,6.315,293.0,52.5
22.9,371.72,0.0,0.04297,7.3172,5.32,9.51,0.405,24.8,16.6,6.0,6.565,293.0,52.5
27.9,396.9,0.0,0.03502,5.1167,4.95,3.33,0.411,28.5,19.2,4.0,6.861,245.0,80.0
27.7,396.9,0.0,0.07886,5.1167,4.95,3.56,0.411,37.3,19.2,4.0,7.148,245.0,80.0
23.4,396.9,0.0,0.03615,5.1167,4.95,4.7,0.411,27.9,19.2,4.0,6.63,245.0,80.0
18.4,396.9,0.0,0.08265,5.5027,13.92,8.58,0.437,23.9,16.0,4.0,6.127,289.0,0.0
42.3,396.9,0.0,0.08199,5.5027,13.92,10.4,0.437,21.7,16.0,4.0,6.009,289.0,0.0
31.1,396.9,0.0,0.12932,5.9604,13.92,6.27,0.437,28.6,16.0,4.0,6.678,289.0,0.0
51.0,392.85,0.0,0.05372,5.9604,13.92,7.39,0.437,27.1,16.0,4.0,6.549,289.0,0.0
58.0,396.9,0.0,0.14103,6.32,13.92,15.84,0.437,20.3,16.0,4.0,5.79,289.0,0.0
20.1,368.24,0.0,0.06466,7.8278,2.24,4.97,0.4,22.5,14.8,5.0,6.345,358.0,70.0
10.0,371.58,0.0,0.05561,7.8278,2.24,4.74,0.4,29.0,14.8,5.0,7.041,358.0,70.0
47.4,390.86,0.0,0.04417,7.8278,2.24,6.07,0.4,24.8,14.8,5.0,6.871,358.0,70.0
40.4,395.75,0.0,0.03537,5.4917,6.09,9.5,0.433,22.0,16.1,7.0,6.59,329.0,34.0
18.4,383.61,0.0,0.09266,5.4917,6.09,8.67,0.433,26.4,16.1,7.0,6.495,329.0,34.0
17.7,390.43,0.0,0.1,5.4917,6.09,4.86,0.433,33.1,16.1,7.0,6.982,329.0,34.0
41.1,393.68,0.0,0.05515,4.022,2.18,6.93,0.472,36.1,18.4,7.0,7.236,222.0,33.0
58.1,393.36,0.0,0.05479,3.37,2.18,8.93,0.472,28.4,18.4,7.0,6.616,222.0,33.0
71.9,396.9,0.0,0.07503,3.0992,2.18,6.47,0.472,33.4,18.4,7.0,7.42,222.0,33.0
70.3,396.9,0.0,0.04932,3.1827,2.18,7.53,0.472,28.2,18.4,7.0,6.849,222.0,33.0
82.5,396.9,0.0,0.49298,3.3175,9.9,4.54,0.544,22.8,18.4,4.0,6.635,304.0,0.0
76.7,396.24,0.0,0.3494,3.1025,9.9,9.97,0.544,20.3,18.4,4.0,5.972,304.0,0.0
37.8,350.45,0.0,2.63548,2.5194,9.9,12.64,0.544,16.1,18.4,4.0,4.973,304.0,0.0
52.8,396.9,0.0,0.79041,2.6403,9.9,5.98,0.544,22.1,18.4,4.0,6.122,304.0,0.0
90.4,396.3,0.0,0.26169,2.834,9.9,11.72,0.544,19.4,18.4,4.0,6.023,304.0,0.0
82.8,393.39,0.0,0.26938,3.2628,9.9,7.9,0.544,21.6,18.4,4.0,6.266,304.0,0.0
87.3,395.69,0.0,0.3692,3.6023,9.9,9.28,0.544,23.8,18.4,4.0,6.567,304.0,0.0
77.7,396.42,0.0,0.25356,3.945,9.9,11.5,0.544,16.2,18.4,4.0,5.705,304.0,0.0
83.2,390.7,0.0,0.31827,3.9986,9.9,18.33,0.544,17.8,18.4,4.0,5.914,304.0,0.0
71.7,396.9,0.0,0.24522,4.0317,9.9,15.94,0.544,19.8,18.4,4.0,5.782,304.0,0.0
67.2,395.21,0.0,0.40202,3.5325,9.9,10.36,0.544,23.1,18.4,4.0,6.382,304.0,0.0
58.8,396.23,0.0,0.47547,4.0019,9.9,12.73,0.544,21.0,18.4,4.0,6.113,304.0,0.0
52.3,396.9,0.0,0.1676,4.5404,7.38,7.2,0.493,23.8,19.6,5.0,6.426,287.0,0.0
54.3,396.9,0.0,0.18159,4.5404,7.38,6.87,0.493,23.1,19.6,5.0,6.376,287.0,0.0
49.9,396.9,0.0,0.35114,4.7211,7.38,7.7,0.493,20.4,19.6,5.0,6.041,287.0,0.0
74.3,391.13,0.0,0.28392,4.7211,7.38,11.74,0.493,18.5,19.6,5.0,5.708,287.0,0.0
40.1,396.9,0.0,0.34109,4.7211,7.38,6.12,0.493,25.0,19.6,5.0,6.415,287.0,0.0
14.7,393.68,0.0,0.19186,5.4159,7.38,5.08,0.493,24.6,19.6,5.0,6.431,287.0,0.0
28.9,396.9,0.0,0.30347,5.4159,7.38,6.15,0.493,23.0,19.6,5.0,6.312,287.0,0.0
43.7,396.9,0.0,0.24103,5.4159,7.38,12.79,0.493,22.2,19.6,5.0,6.083,287.0,0.0
25.8,382.44,0.0,0.06617,5.2146,3.24,9.97,0.46,19.3,16.9,4.0,5.868,430.0,0.0
17.2,375.21,0.0,0.06724,5.2146,3.24,7.34,0.46,22.6,16.9,4.0,6.333,430.0,0.0
32.2,368.57,0.0,0.04544,5.8736,3.24,9.09,0.46,19.8,16.9,4.0,6.144,430.0,0.0
28.4,394.02,0.0,0.05023,6.6407,6.06,12.43,0.4379,17.1,16.9,1.0,5.706,304.0,35.0
23.3,362.25,0.0,0.03466,6.6407,6.06,7.83,0.4379,19.4,16.9,1.0,6.031,304.0,35.0
38.1,389.71,0.0,0.05083,6.4584,5.19,5.68,0.515,22.2,20.2,5.0,6.316,224.0,0.0
38.5,389.4,0.0,0.03738,6.4584,5.19,6.75,0.515,20.7,20.2,5.0,6.31,224.0,0.0
34.5,396.9,0.0,0.03961,5.9853,5.19,8.01,0.515,21.1,20.2,5.0,6.037,224.0,0.0
46.3,396.9,0.0,0.03427,5.2311,5.19,9.8,0.515,19.5,20.2,5.0,5.869,224.0,0.0
59.6,394.81,0.0,0.03041,5.615,5.19,10.56,0.515,18.5,20.2,5.0,5.895,224.0,0.0
37.3,396.14,0.0,0.03306,4.8122,5.19,8.51,0.515,20.6,20.2,5.0,6.059,224.0,0.0
45.4,396.9,0.0,0.05497,4.8122,5.19,9.74,0.515,19.0,20.2,5.0,5.985,224.0,0.0
58.5,396.9,0.0,0.06151,4.8122,5.19,9.29,0.515,18.7,20.2,5.0,5.968,224.0,0.0
49.3,394.74,0.0,0.01301,7.0379,1.52,5.49,0.442,32.7,15.5,1.0,7.241,284.0,35.0
59.7,389.96,0.0,0.02498,6.2669,1.89,8.65,0.518,16.5,15.9,1.0,6.54,422.0,0.0
56.4,396.9,0.0,0.02543,5.7321,3.78,7.18,0.484,23.9,17.6,5.0,6.696,370.0,55.0
28.1,387.97,0.0,0.03049,6.4654,3.78,4.61,0.484,31.2,17.6,5.0,6.874,370.0,55.0
48.5,385.64,0.0,0.03113,8.0136,4.39,10.53,0.442,17.5,18.8,3.0,6.014,352.0,0.0
52.3,364.61,0.0,0.06162,8.0136,4.39,12.67,0.442,17.2,18.8,3.0,5.898,352.0,0.0
27.7,392.43,0.0,0.0187,8.5353,4.15,6.36,0.429,23.1,17.9,4.0,6.516,351.0,85.0
29.7,390.94,0.0,0.01501,8.344,2.01,5.99,0.435,24.5,17.0,4.0,6.635,280.0,80.0
34.5,389.85,0.0,0.02899,8.7921,1.25,5.89,0.429,26.6,19.7,1.0,6.939,335.0,40.0
44.4,396.9,0.0,0.06211,8.7921,1.25,5.98,0.429,22.9,19.7,1.0,6.49,335.0,40.0
35.9,370.78,0.0,0.0795,10.7103,1.69,5.49,0.411,24.1,18.3,4.0,6.579,411.0,60.0
18.5,392.33,0.0,0.07244,10.7103,1.69,7.79,0.411,18.6,18.3,4.0,5.884,411.0,60.0
36.1,384.46,0.0,0.01709,12.1265,2.02,4.5,0.41,30.1,17.0,5.0,6.728,187.0,90.0
21.9,382.8,0.0,0.04301,10.5857,1.91,8.05,0.413,18.2,22.0,4.0,5.663,334.0,80.0
19.5,376.04,0.0,0.10659,10.5857,1.91,5.57,0.413,20.6,22.0,4.0,5.936,334.0,80.0
97.4,377.73,1.0,8.98296,2.1222,18.1,17.6,0.77,17.8,20.2,24.0,6.212,666.0,0.0
91.0,391.34,1.0,3.8497,2.5052,18.1,13.27,0.77,21.7,20.2,24.0,6.395,666.0,0.0
83.4,395.43,1.0,5.20177,2.7227,18.1,11.48,0.77,22.7,20.2,24.0,6.127,666.0,0.0
81.3,390.74,0.0,4.26131,2.5091,18.1,12.67,0.77,22.6,20.2,24.0,6.112,666.0,0.0
88.0,374.56,0.0,4.54192,2.5182,18.1,7.79,0.77,25.0,20.2,24.0,6.398,666.0,0.0
91.1,350.65,0.0,3.83684,2.2955,18.1,14.19,0.77,19.9,20.2,24.0,6.251,666.0,0.0
96.2,380.79,0.0,3.67822,2.1036,18.1,10.19,0.77,20.8,20.2,24.0,5.362,666.0,0.0
89.0,353.04,1.0,4.22239,1.9047,18.1,14.64,0.77,16.8,20.2,24.0,5.803,666.0,0.0
82.9,354.55,1.0,3.47428,1.9047,18.1,5.29,0.718,21.9,20.2,24.0,8.78,666.0,0.0
87.9,354.7,0.0,4.55587,1.6132,18.1,7.12,0.718,27.5,20.2,24.0,3.561,666.0,0.0
91.4,316.03,0.0,3.69695,1.7523,18.1,14.0,0.718,21.9,20.2,24.0,4.963,666.0,0.0
100.0,131.42,0.0,13.5222,1.5106,18.1,13.33,0.631,23.1,20.2,24.0,3.863,666.0,0.0
100.0,375.52,0.0,4.89822,1.3325,18.1,3.26,0.631,50.0,20.2,24.0,4.97,666.0,0.0
96.8,375.33,1.0,5.66998,1.3567,18.1,3.73,0.631,50.0,20.2,24.0,6.683,666.0,0.0
97.5,392.05,1.0,6.53876,1.2024,18.1,2.96,0.631,50.0,20.2,24.0,7.016,666.0,0.0
100.0,366.15,0.0,9.2323,1.1691,18.1,9.53,0.631,50.0,20.2,24.0,6.216,666.0,0.0
89.6,347.88,1.0,8.26725,1.1296,18.1,8.88,0.668,50.0,20.2,24.0,5.875,666.0,0.0
100.0,396.9,0.0,11.1081,1.1742,18.1,34.77,0.668,13.8,20.2,24.0,4.906,666.0,0.0
100.0,396.9,0.0,18.4982,1.137,18.1,37.97,0.668,13.8,20.2,24.0,4.138,666.0,0.0
97.9,396.9,0.0,19.6091,1.3163,18.1,13.44,0.671,15.0,20.2,24.0,7.313,666.0,0.0
93.3,363.02,0.0,15.288,1.3449,18.1,23.24,0.671,13.9,20.2,24.0,6.649,666.0,0.0
98.8,396.9,0.0,9.82349,1.358,18.1,21.24,0.671,13.3,20.2,24.0,6.794,666.0,0.0
96.2,396.9,0.0,23.6482,1.3861,18.1,23.69,0.671,13.1,20.2,24.0,6.38,666.0,0.0
100.0,393.74,0.0,17.8667,1.3861,18.1,21.78,0.671,10.2,20.2,24.0,6.223,666.0,0.0
91.9,396.9,0.0,88.9762,1.4165,18.1,17.21,0.671,10.4,20.2,24.0,6.968,666.0,0.0
99.1,396.9,0.0,15.8744,1.5192,18.1,21.08,0.671,10.9,20.2,24.0,6.545,666.0,0.0
100.0,396.9,0.0,9.18702,1.5804,18.1,23.6,0.7,11.3,20.2,24.0,5.536,666.0,0.0
100.0,396.9,0.0,7.99248,1.5331,18.1,24.56,0.7,12.3,20.2,24.0,5.52,666.0,0.0
91.2,285.83,0.0,20.0849,1.4395,18.1,30.63,0.7,8.8,20.2,24.0,4.368,666.0,0.0
98.1,396.9,0.0,16.8118,1.4261,18.1,30.81,0.7,7.2,20.2,24.0,5.277,666.0,0.0
100.0,396.9,0.0,24.3938,1.4672,18.1,28.28,0.7,10.5,20.2,24.0,4.652,666.0,0.0
89.5,396.9,0.0,22.5971,1.5184,18.1,31.99,0.7,7.4,20.2,24.0,5.0,666.0,0.0
100.0,372.92,0.0,14.3337,1.5895,18.1,30.62,0.7,10.2,20.2,24.0,4.88,666.0,0.0
98.9,396.9,0.0,8.15174,1.7281,18.1,20.85,0.7,11.5,20.2,24.0,5.39,666.0,0.0
97.0,394.43,0.0,6.96215,1.9265,18.1,17.11,0.7,15.1,20.2,24.0,5.713,666.0,0.0
82.5,378.38,0.0,5.29305,2.1678,18.1,18.76,0.7,23.2,20.2,24.0,6.051,666.0,0.0
97.0,396.9,0.0,11.5779,1.77,18.1,25.68,0.7,9.7,20.2,24.0,5.036,666.0,0.0
92.6,396.9,0.0,8.64476,1.7912,18.1,15.17,0.693,13.8,20.2,24.0,6.193,666.0,0.0
94.7,396.9,0.0,13.3598,1.7821,18.1,16.35,0.693,12.7,20.2,24.0,5.887,666.0,0.0
98.8,391.98,0.0,8.71675,1.7257,18.1,17.12,0.693,13.1,20.2,24.0,6.471,666.0,0.0
96.0,396.9,0.0,5.87205,1.6768,18.1,19.37,0.693,12.5,20.2,24.0,6.405,666.0,0.0
98.9,393.1,0.0,7.67202,1.6334,18.1,19.92,0.693,8.5,20.2,24.0,5.747,666.0,0.0
100.0,396.9,0.0,38.3518,1.4896,18.1,30.59,0.693,5.0,20.2,24.0,5.453,666.0,0.0
77.8,338.16,0.0,9.91655,1.5004,18.1,29.97,0.693,6.3,20.2,24.0,5.852,666.0,0.0
100.0,396.9,0.0,25.0461,1.5888,18.1,26.77,0.693,5.6,20.2,24.0,5.987,666.0,0.0
100.0,396.9,0.0,14.2362,1.5741,18.1,20.32,0.693,7.2,20.2,24.0,6.343,666.0,0.0
100.0,376.11,0.0,9.59571,1.639,18.1,20.31,0.693,12.1,20.2,24.0,6.404,666.0,0.0
96.0,396.9,0.0,24.8017,1.7028,18.1,19.77,0.693,8.3,20.2,24.0,5.349,666.0,0.0
85.4,329.46,0.0,41.5292,1.6074,18.1,27.38,0.693,8.5,20.2,24.0,5.531,666.0,0.0
100.0,384.97,0.0,67.9208,1.4254,18.1,22.98,0.693,5.0,20.2,24.0,5.683,666.0,0.0
100.0,370.22,0.0,20.7162,1.1781,18.1,23.34,0.659,11.9,20.2,24.0,4.138,666.0,0.0
100.0,332.09,0.0,11.9511,1.2852,18.1,12.13,0.659,27.9,20.2,24.0,5.608,666.0,0.0
97.9,314.64,0.0,7.40389,1.4547,18.1,26.4,0.597,17.2,20.2,24.0,5.617,666.0,0.0
100.0,179.36,0.0,14.4383,1.4655,18.1,19.78,0.597,27.5,20.2,24.0,6.852,666.0,0.0
100.0,2.6,0.0,51.1358,1.413,18.1,10.11,0.597,15.0,20.2,24.0,5.757,666.0,0.0
100.0,35.05,0.0,14.0507,1.5275,18.1,21.22,0.597,17.2,20.2,24.0,6.657,666.0,0.0
100.0,28.79,0.0,18.811,1.5539,18.1,34.37,0.597,17.9,20.2,24.0,4.628,666.0,0.0
100.0,210.97,0.0,28.6558,1.5894,18.1,20.08,0.597,16.3,20.2,24.0,5.155,666.0,0.0
100.0,88.27,0.0,45.7461,1.6582,18.1,36.98,0.693,7.0,20.2,24.0,4.519,666.0,0.0
100.0,27.25,0.0,18.0846,1.8347,18.1,29.05,0.679,7.2,20.2,24.0,6.434,666.0,0.0
90.8,21.57,0.0,10.8342,1.8195,18.1,25.79,0.679,7.5,20.2,24.0,6.782,666.0,0.0
89.1,127.36,0.0,25.9406,1.6475,18.1,26.64,0.679,10.4,20.2,24.0,5.304,666.0,0.0
100.0,16.45,0.0,73.5341,1.8026,18.1,20.62,0.679,8.8,20.2,24.0,5.957,666.0,0.0
76.5,48.45,0.0,11.8123,1.794,18.1,22.74,0.718,8.4,20.2,24.0,6.824,666.0,0.0
100.0,318.75,0.0,11.0874,1.8589,18.1,15.02,0.718,16.7,20.2,24.0,6.411,666.0,0.0
95.3,319.98,0.0,7.02259,1.8746,18.1,15.7,0.718,14.2,20.2,24.0,6.006,666.0,0.0
87.6,291.55,0.0,12.0482,1.9512,18.1,14.1,0.614,20.8,20.2,24.0,5.648,666.0,0.0
85.1,2.52,0.0,7.05042,2.0218,18.1,23.29,0.614,13.4,20.2,24.0,6.103,666.0,0.0
70.6,3.65,0.0,8.79212,2.0635,18.1,17.16,0.584,11.7,20.2,24.0,5.565,666.0,0.0
95.4,7.68,0.0,15.8603,1.9096,18.1,24.39,0.679,8.3,20.2,24.0,5.896,666.0,0.0
59.7,24.65,0.0,12.2472,1.9976,18.1,15.69,0.584,10.2,20.2,24.0,5.837,666.0,0.0
78.7,18.82,0.0,37.6619,1.8629,18.1,14.52,0.679,10.9,20.2,24.0,6.202,666.0,0.0
78.1,96.73,0.0,7.36711,1.9356,18.1,21.52,0.679,11.0,20.2,24.0,6.193,666.0,0.0
95.6,60.72,0.0,9.33889,1.9682,18.1,24.08,0.679,9.5,20.2,24.0,6.38,666.0,0.0
86.1,83.45,0.0,8.49213,2.0527,18.1,17.64,0.584,14.5,20.2,24.0,6.348,666.0,0.0
94.3,81.33,0.0,10.0623,2.0882,18.1,19.69,0.584,14.1,20.2,24.0,6.833,666.0,0.0
74.8,97.95,0.0,6.44405,2.2004,18.1,12.03,0.584,16.1,20.2,24.0,6.425,666.0,0.0
87.9,100.19,0.0,5.58107,2.3158,18.1,16.22,0.713,14.3,20.2,24.0,6.436,666.0,0.0
95.0,100.63,0.0,13.9134,2.2222,18.1,15.17,0.713,11.7,20.2,24.0,6.208,666.0,0.0
94.6,109.85,0.0,11.1604,2.1247,18.1,23.27,0.74,13.4,20.2,24.0,6.629,666.0,0.0
93.3,27.49,0.0,14.4208,2.0026,18.1,18.05,0.74,9.6,20.2,24.0,6.461,666.0,0.0
100.0,9.32,0.0,15.1772,1.9142,18.1,26.45,0.74,8.7,20.2,24.0,6.152,666.0,0.0
87.9,68.95,0.0,13.6781,1.8206,18.1,34.02,0.74,8.4,20.2,24.0,5.935,666.0,0.0
93.9,396.9,0.0,9.39063,1.8172,18.1,22.88,0.74,12.8,20.2,24.0,5.627,666.0,0.0
92.4,391.45,0.0,22.0511,1.8662,18.1,22.11,0.74,10.5,20.2,24.0,5.818,666.0,0.0
97.2,385.96,0.0,9.72418,2.0651,18.1,19.52,0.74,17.1,20.2,24.0,6.406,666.0,0.0
100.0,395.69,0.0,5.66637,2.0048,18.1,16.59,0.74,18.4,20.2,24.0,6.219,666.0,0.0
100.0,386.73,0.0,9.96654,1.9784,18.1,18.85,0.74,15.4,20.2,24.0,6.485,666.0,0.0
96.6,240.52,0.0,12.8023,1.8956,18.1,23.79,0.74,10.8,20.2,24.0,5.854,666.0,0.0
94.8,43.06,0.0,10.6718,1.9879,18.1,23.98,0.74,11.8,20.2,24.0,6.459,666.0,0.0
96.4,318.01,0.0,6.28807,2.072,18.1,17.79,0.74,14.9,20.2,24.0,6.341,666.0,0.0
96.6,388.52,0.0,9.92485,2.198,18.1,16.44,0.74,12.6,20.2,24.0,6.251,666.0,0.0
98.7,396.9,0.0,9.32909,2.2616,18.1,18.13,0.713,14.1,20.2,24.0,6.185,666.0,0.0
98.3,304.21,0.0,7.52601,2.185,18.1,19.31,0.713,13.0,20.2,24.0,6.417,666.0,0.0
92.6,0.32,0.0,6.71772,2.3236,18.1,17.44,0.713,13.4,20.2,24.0,6.749,666.0,0.0
98.2,355.29,0.0,5.44114,2.3552,18.1,17.73,0.713,15.2,20.2,24.0,6.655,666.0,0.0
91.8,385.09,0.0,5.09017,2.3682,18.1,17.27,0.713,16.1,20.2,24.0,6.297,666.0,0.0
99.3,375.87,0.0,8.24809,2.4527,18.1,16.74,0.713,17.8,20.2,24.0,7.393,666.0,0.0
94.1,6.68,0.0,9.51363,2.4961,18.1,18.71,0.713,14.9,20.2,24.0,6.728,666.0,0.0
86.5,50.92,0.0,4.75237,2.4358,18.1,18.13,0.713,14.1,20.2,24.0,6.525,666.0,0.0
87.9,10.48,0.0,4.66883,2.5806,18.1,19.01,0.713,12.7,20.2,24.0,5.976,666.0,0.0
80.3,3.5,0.0,8.20058,2.7792,18.1,16.94,0.713,13.5,20.2,24.0,5.936,666.0,0.0
83.7,272.21,0.0,7.75223,2.7831,18.1,16.23,0.713,14.9,20.2,24.0,6.301,666.0,0.0
84.4,396.9,0.0,6.80117,2.7175,18.1,14.7,0.713,20.0,20.2,24.0,6.081,666.0,0.0
90.0,255.23,0.0,4.81213,2.5975,18.1,16.42,0.713,16.4,20.2,24.0,6.701,666.0,0.0
88.4,391.43,0.0,3.69311,2.5671,18.1,14.65,0.713,17.7,20.2,24.0,6.376,666.0,0.0
83.0,396.9,0.0,6.65492,2.7344,18.1,13.99,0.713,19.5,20.2,24.0,6.317,666.0,0.0
89.9,393.82,0.0,5.82115,2.8016,18.1,10.29,0.713,20.2,20.2,24.0,6.513,666.0,0.0
65.4,396.9,0.0,7.83932,2.9634,18.1,13.22,0.655,21.4,20.2,24.0,6.209,666.0,0.0
48.2,334.4,0.0,3.1636,3.0665,18.1,14.13,0.655,19.9,20.2,24.0,5.759,666.0,0.0
84.7,22.01,0.0,3.77498,2.8715,18.1,17.15,0.655,19.0,20.2,24.0,5.952,666.0,0.0
94.5,331.29,0.0,4.42228,2.5403,18.1,21.32,0.584,19.1,20.2,24.0,6.003,666.0,0.0
71.0,368.74,0.0,15.5757,2.9084,18.1,18.13,0.58,19.1,20.2,24.0,5.926,666.0,0.0
56.7,396.9,0.0,13.0751,2.8237,18.1,14.76,0.58,20.1,20.2,24.0,5.713,666.0,0.0
84.0,396.9,0.0,4.34879,3.0334,18.1,16.29,0.58,19.9,20.2,24.0,6.167,666.0,0.0
90.7,395.33,0.0,4.03841,3.0993,18.1,12.87,0.532,19.6,20.2,24.0,6.229,666.0,0.0
75.0,393.37,0.0,3.56868,2.8965,18.1,14.36,0.58,23.2,20.2,24.0,6.437,666.0,0.0
67.6,374.68,0.0,4.64689,2.5329,18.1,11.66,0.614,29.8,20.2,24.0,6.98,666.0,0.0
95.4,352.58,0.0,8.05579,2.4298,18.1,18.14,0.584,13.8,20.2,24.0,5.427,666.0,0.0
97.4,302.76,0.0,6.39312,2.206,18.1,24.1,0.584,13.3,20.2,24.0,6.162,666.0,0.0
93.6,396.21,0.0,4.87141,2.3053,18.1,18.68,0.614,16.7,20.2,24.0,6.484,666.0,0.0
97.3,349.48,0.0,15.0234,2.1007,18.1,24.91,0.614,12.0,20.2,24.0,5.304,666.0,0.0
96.7,379.7,0.0,10.233,2.1705,18.1,18.03,0.614,14.6,20.2,24.0,6.185,666.0,0.0
