hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
13.0,0.0,5.0,1.0,3.0,0.18,0.2121,-4.5,0.1045,0.0,31.0,31.0
14.0,0.0,5.0,1.0,3.0,0.22,0.2727,0.8,0.0,2.0,36.0,37.3936875
18.0,0.0,-6.725,1.0,1.0,0.24,0.2273,0.75,0.194,2.0,107.0,109.0
21.0,0.0,5.0,1.0,2.0,0.22,0.2273,0.75,-5.95,1.0,57.0,58.0
22.0,0.0,5.0,1.0,-2.35,0.24,0.2121,0.65,0.3582,0.0,26.0,26.0
3.0,0.0,6.0,0.0,1.0,0.2,0.2121,0.64,0.1343,3.0,5.0,8.0
4.0,0.0,6.0,0.0,1.0,0.16,0.1818,0.69,0.1045,1.0,2.0,3.0
11.0,0.0,6.0,0.0,2.0,0.18,0.197,0.64,0.1343,4.0,60.0,64.0
14.0,0.0,6.0,0.0,2.0,0.22,0.2273,-4.5,0.1343,10.0,89.0,99.0
17.0,0.0,6.0,0.0,1.0,0.24,0.2879,0.6,0.0,9.0,26.853475000000003,91.0
18.0,0.0,6.0,10.105,1.0,0.22,0.2273,0.69,0.1343,9.0,26.853475000000003,68.0
19.0,0.0,6.0,0.0,3.41,0.22,0.2121,0.69,0.2537,6.0,52.0,58.0
4.0,0.0,0.0,0.0,1.0,0.14,0.2121,0.93,0.0,0.0,1.0,1.0
7.0,0.0,0.0,0.0,1.0,0.14,5.2925,0.86,0.0,0.0,3.0,3.0
8.0,0.0,0.0,0.0,2.0,0.14,-2.5,0.86,0.0,1.0,11.0,12.0
10.0,0.0,0.0,0.0,2.0,0.18,5.2925,0.8,0.0,7.0,57.0,37.3936875
11.0,0.0,0.0,10.105,1.0,0.22,0.2727,0.75,0.0,9.0,50.0,59.0
-8.125,0.0,0.0,0.0,1.0,0.3,0.3333,0.56,9.57,19.0,104.0,123.0
17.0,0.0,0.0,0.0,-2.35,0.3,0.2879,0.56,0.194,6.0,20.809725,77.0
18.0,18.295475,0.0,0.0,1.0,0.26,0.2576,0.65,0.1642,8.0,57.0,65.0
12.875,0.0,0.0,0.0,2.0,0.24,0.2424,0.7,0.1642,3.0,25.0,28.0
22.0,0.0,0.0,0.0,2.0,0.24,0.2273,0.7,0.194,2.0,19.0,-22.3228125
2.0,0.0,1.0,1.0,1.0,0.22,0.2273,0.64,0.194,17.25,1.0,1.0
3.0,0.0,1.0,1.0,1.0,0.22,0.2273,0.64,0.194,-10.15,2.0,2.0
5.0,-11.5,10.835,1.0,1.0,0.18,0.1667,0.64,0.2836,0.0,8.0,8.0
7.0,0.0,1.0,1.0,2.0,0.16,0.1364,0.64,0.2836,1.0,20.809725,72.0
8.0,0.0,1.0,1.0,2.0,0.16,0.1364,0.59,0.2836,3.0,182.0,37.3936875
10.0,0.0,-6.725,1.0,2.0,0.16,0.1515,7.1,0.194,-10.75,68.0,69.0
12.0,0.0,1.0,1.0,2.0,0.18,0.2121,0.55,0.1045,6.0,62.0,68.0
12.875,0.0,1.0,1.0,2.0,0.16,0.2273,0.59,0.0,2.0,52.0,54.0
15.0,0.0,1.0,1.0,2.0,0.16,0.1818,0.59,0.1343,3.0,41.0,44.0
16.0,0.0,1.0,1.0,2.0,0.16,0.1818,0.56,0.194,3.0,83.0,86.0
21.0,0.0,1.0,1.0,3.0,0.16,0.197,0.59,0.0896,3.0,53.0,56.0
22.0,0.0,10.835,1.0,2.0,0.16,0.1818,0.59,0.1045,0.0,34.0,-22.3228125
23.0,0.0,1.0,1.0,2.0,0.16,0.197,0.64,0.0896,2.0,15.0,17.0
0.0,0.0,2.0,1.0,2.0,0.16,0.1818,0.64,0.1045,2.0,6.0,8.0
6.0,0.0,2.0,10.105,3.0,0.14,0.2121,-4.5,0.0,-10.75,22.0,22.0
7.0,0.0,2.0,1.0,3.0,0.16,0.2273,0.93,0.0,0.0,52.0,52.0
9.0,-11.159125,2.0,1.0,2.0,0.16,3.5,0.93,0.0,2.0,114.0,116.0
10.0,0.0,2.0,1.0,2.0,0.16,0.2273,0.93,0.0,0.0,47.0,47.0
12.0,0.0,2.0,1.0,2.0,0.2,0.2576,0.86,0.0,2.0,53.0,55.0
15.0,0.0,2.0,1.0,2.0,0.24,0.2879,0.75,0.0,7.0,20.809725,-22.3228125
17.0,0.0,2.0,-6.175,2.0,0.24,0.2879,0.75,0.0,4.0,172.0,176.0
18.0,0.0,2.0,1.0,2.0,0.24,0.2576,0.81,0.1045,3.0,165.0,168.0
23.0,0.0,2.0,1.0,3.0,-3.475,0.197,0.93,0.194,1.0,15.0,16.0
0.0,0.0,3.0,1.0,3.0,0.22,0.2424,0.93,0.1045,0.0,2.0,2.0
1.0,0.0,3.0,1.0,3.0,5.285,0.2273,0.93,0.194,0.0,3.0,37.3936875
8.0,0.0,3.0,1.0,3.0,0.22,0.2121,0.93,0.2239,1.0,154.0,155.0
10.0,0.0,3.0,10.105,2.0,5.285,0.2727,1.0,0.0,2.0,59.0,61.0
18.0,0.0,3.0,1.0,1.0,0.34,0.2879,0.42,0.5522,7.0,175.0,182.0
22.0,0.0,10.835,1.0,1.0,0.22,0.2121,0.44,0.2537,5.0,35.0,40.0
23.0,0.0,3.0,1.0,1.0,0.2,0.1667,0.44,0.4478,3.0,29.0,32.0
0.0,0.0,4.0,1.0,1.0,0.2,0.1667,0.4,0.4478,1.0,11.0,12.0
1.0,-11.159125,4.0,1.0,1.0,0.2,0.1515,0.44,0.5224,0.0,5.0,5.0
5.0,0.0,4.0,1.0,1.0,0.16,0.1364,0.5,0.2985,0.0,2.0,2.0
7.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.3284,1.0,86.0,37.3936875
9.0,0.0,4.0,1.0,1.0,0.16,0.1364,0.47,0.2985,6.0,127.0,133.0
10.0,0.0,4.0,1.0,1.0,0.18,0.1515,0.43,0.3284,2.0,50.0,52.0
11.0,0.0,4.0,1.0,1.0,-3.475,0.1364,0.43,0.4478,9.0,55.0,64.0
13.0,0.0,4.0,10.105,1.0,0.2,0.1667,0.4,0.4179,4.0,47.0,51.0
16.0,0.0,4.0,1.0,1.0,0.22,0.2121,0.37,0.2537,5.0,73.0,78.0
17.0,0.0,4.0,1.0,1.0,0.2,0.197,0.4,0.194,5.0,170.0,175.0
20.0,0.0,4.0,1.0,1.0,0.2,0.2273,0.47,9.57,17.25,108.0,109.0
0.0,0.0,5.0,1.0,2.0,0.2,0.2576,0.44,0.0,3.0,10.0,13.0
1.0,0.0,5.0,1.0,2.0,0.16,0.2273,0.59,0.0,0.0,7.0,7.0
2.0,0.0,-6.725,-6.175,2.0,0.14,0.1667,0.63,0.1045,0.0,1.0,1.0
7.0,0.0,5.0,1.0,1.0,0.14,0.2121,0.59,0.0,0.0,87.0,37.3936875
9.0,0.0,5.0,1.0,2.0,-3.475,0.1818,0.8,0.1343,-10.75,124.0,127.0
11.0,0.0,5.0,1.0,1.0,0.22,0.2273,0.51,0.1642,3.0,61.0,64.0
13.0,0.0,5.0,1.0,-2.35,0.26,0.2576,0.5,0.2239,9.0,73.0,82.0
17.0,0.0,5.0,10.105,2.0,0.26,0.2727,0.56,0.1343,10.0,26.853475000000003,205.0
19.0,0.0,5.0,1.0,2.0,0.24,0.2424,0.65,0.1343,1.0,26.853475000000003,103.0
0.0,0.0,6.0,0.0,2.0,0.24,0.2424,0.7,0.1642,3.0,36.0,-22.3228125
1.0,0.0,6.0,0.0,2.0,0.24,0.2424,-4.5,0.1642,-10.75,17.0,18.0
2.0,0.0,6.0,0.0,2.0,0.24,0.2424,0.75,0.1642,5.0,12.0,17.0
3.0,0.0,6.0,0.0,2.0,0.24,3.5,0.75,0.1642,1.0,10.0,11.0
5.0,-11.159125,6.0,0.0,3.0,0.2,0.2273,1.0,0.0896,0.0,9.0,9.0
7.0,0.0,-6.725,0.0,3.0,0.22,0.2576,0.93,0.0896,16.89,4.0,37.3936875
8.0,0.0,6.0,0.0,3.0,0.2,0.2273,-4.5,0.0896,0.0,10.0,10.0
-8.125,0.0,6.0,0.0,3.0,0.2,0.2273,1.0,0.0896,3.0,17.0,20.0
12.875,0.0,6.0,0.0,3.0,0.22,0.2727,1.0,0.0,11.0,49.0,37.3936875
18.0,0.0,6.0,0.0,3.41,0.28,0.2424,0.93,0.4478,2.0,81.0,-22.3228125
2.0,0.0,0.0,0.0,1.0,0.26,0.2273,0.6,0.3284,0.0,20.0,20.0
-8.125,-11.5,0.0,0.0,1.0,0.26,0.2879,0.6,0.0896,3.0,10.0,13.0
12.875,0.0,0.0,0.0,1.0,0.26,0.2576,0.6,0.2239,0.0,1.0,1.0
7.0,0.0,0.0,0.0,1.0,0.24,0.2424,0.65,0.1642,0.0,8.0,8.0
11.0,0.0,0.0,0.0,1.0,0.32,0.303,0.49,0.2537,28.0,89.0,117.0
12.0,0.0,0.0,0.0,1.0,-3.475,0.3333,-4.5,0.0,48.0,126.0,174.0
13.0,0.0,0.0,0.0,1.0,0.34,0.3636,0.46,0.0,17.25,135.0,182.0
15.0,0.0,0.0,0.0,1.0,0.34,0.3485,0.46,0.0896,52.0,130.0,182.0
16.0,0.0,0.0,0.0,1.0,0.34,0.3485,7.1,0.1045,42.0,115.0,157.0
17.0,0.0,0.0,0.0,1.0,0.34,0.3636,0.46,0.0,24.0,97.0,121.0
18.0,0.0,0.0,0.0,1.0,0.3,0.303,-4.5,0.1642,13.0,65.0,78.0
20.0,0.0,10.835,10.105,1.0,0.28,0.2879,-4.5,0.1045,5.0,21.0,26.0
21.0,0.0,0.0,0.0,1.0,-3.475,0.303,0.6,-5.95,5.0,22.0,27.0
22.0,0.0,0.0,0.0,1.0,0.26,0.303,0.6,0.0,5.0,57.0,62.0
23.0,0.0,0.0,0.0,1.0,0.24,3.5,0.65,0.0,4.0,26.0,30.0
0.0,0.0,1.0,1.0,1.0,0.24,0.2879,0.65,0.0,-10.15,14.0,15.0
5.0,0.0,1.0,1.0,1.0,0.2,0.2576,0.86,0.0,1.0,9.0,10.0
7.0,0.0,1.0,1.0,1.0,0.18,0.2424,0.86,0.0,6.0,89.0,95.0
9.0,0.0,1.0,1.0,1.0,0.22,0.2727,0.8,0.0,3.0,-12.682875,118.0
12.0,0.0,1.0,1.0,2.0,0.32,0.3485,0.62,0.0,7.0,59.0,66.0
18.0,0.0,1.0,1.0,-2.35,5.285,0.3333,0.66,0.1343,5.0,170.0,175.0
19.0,0.0,1.0,1.0,2.0,0.32,0.3485,0.7,0.0,5.0,123.0,128.0
20.0,0.0,10.835,1.0,2.0,0.32,0.3333,0.7,0.1045,6.0,82.0,88.0
22.0,0.0,-6.725,1.0,1.0,0.28,0.303,0.81,0.0896,3.0,34.0,37.0
1.0,0.0,2.0,1.0,2.0,0.28,0.3182,0.87,0.0,0.0,4.0,4.0
2.0,18.295475,2.0,1.0,2.0,0.26,0.2727,0.93,0.1045,1.0,1.0,2.0
4.0,0.0,2.0,1.0,1.0,0.26,3.5,0.93,0.1642,-10.15,3.0,3.0
8.0,0.0,2.0,1.0,1.0,0.24,0.197,0.56,0.4925,7.0,236.0,243.0
9.0,-11.159125,2.0,1.0,1.0,0.24,0.197,0.52,0.4925,7.0,128.0,135.0
11.0,0.0,2.0,-6.175,1.0,0.22,0.1818,0.47,0.4627,1.0,49.0,50.0
12.0,0.0,2.0,1.0,1.0,0.24,0.197,0.38,0.4925,2.0,63.0,65.0
-8.125,0.0,2.0,1.0,1.0,0.22,0.197,0.35,0.3881,6.0,45.0,51.0
17.0,18.295475,2.0,1.0,1.0,0.22,0.1818,0.32,0.5821,4.0,172.0,176.0
21.0,0.0,2.0,1.0,3.41,-3.475,0.1061,0.33,0.4627,8.0,46.0,54.0
23.0,0.0,2.0,1.0,1.0,0.12,0.1061,0.33,0.3284,3.0,9.0,12.0
1.0,0.0,3.0,1.0,1.0,0.1,0.1061,0.36,0.2239,0.0,7.0,7.0
2.0,0.0,3.0,1.0,3.41,0.08,-2.5,0.38,0.2836,1.0,2.0,3.0
5.0,0.0,3.0,1.0,1.0,0.06,0.1061,0.45,0.1045,0.0,7.0,7.0
-8.125,0.0,3.0,1.0,3.41,0.06,0.1515,0.45,0.0,0.0,43.0,43.0
7.0,0.0,3.0,1.0,1.0,0.06,0.1061,0.49,0.1045,4.0,95.0,99.0
9.0,0.0,3.0,1.0,1.0,0.12,0.1364,-4.5,0.1642,4.0,119.0,123.0
10.0,0.0,3.0,1.0,1.0,0.14,0.1818,0.36,0.0,8.0,51.0,59.0
11.0,0.0,3.0,1.0,2.0,0.14,0.1515,-4.5,9.57,-10.75,40.0,41.0
12.0,0.0,3.0,1.0,2.0,0.18,0.1818,0.4,0.2239,4.0,57.0,61.0
13.0,0.0,3.0,1.0,3.41,0.18,0.1667,0.4,0.2537,2.0,67.0,69.0
14.0,0.0,3.0,1.0,1.0,0.2,0.1818,0.34,0.2985,2.0,56.0,58.0
15.0,0.0,3.0,1.0,2.0,5.285,0.1818,0.34,0.2836,3.0,61.0,64.0
16.0,0.0,3.0,1.0,2.0,0.2,0.197,0.37,0.2537,7.0,72.0,79.0
17.0,0.0,3.0,1.0,2.0,0.2,0.197,0.34,0.2537,-10.75,157.0,166.0
19.0,0.0,3.0,1.0,3.0,0.14,0.1212,0.86,0.2537,1.0,87.0,88.0
22.0,0.0,3.0,1.0,3.0,0.16,0.1667,0.8,0.1642,4.0,42.0,46.0
23.0,0.0,3.0,1.0,3.0,0.16,0.1515,0.8,0.194,0.0,37.0,37.0
2.0,0.0,4.0,1.0,-2.35,0.14,0.1515,0.8,0.1343,0.0,-12.682875,3.0
9.0,0.0,10.835,1.0,1.0,0.12,0.1061,0.42,0.3582,1.0,121.0,122.0
11.0,-11.159125,4.0,1.0,1.0,0.14,0.1212,0.39,0.3582,1.0,44.0,45.0
12.0,0.0,4.0,1.0,1.0,0.16,0.1364,0.34,0.3881,4.0,65.0,69.0
13.0,-11.159125,-6.725,1.0,1.0,0.18,0.1667,0.29,0.2985,3.0,59.0,62.0
15.0,0.0,-6.725,1.0,1.0,0.2,-3.4875,0.25,0.2537,-10.15,50.0,50.0
16.0,0.0,4.0,1.0,1.0,5.285,0.1818,0.27,0.2985,4.0,76.0,80.0
17.0,0.0,4.0,1.0,1.0,0.18,0.1818,7.1,0.194,6.0,159.0,165.0
19.0,0.0,4.0,1.0,-2.35,0.14,0.1667,0.28,0.1045,2.0,110.0,112.0
20.0,0.0,4.0,1.0,1.0,0.14,0.1818,-4.5,0.0896,4.0,93.0,97.0
21.0,0.0,4.0,1.0,1.0,0.14,0.2121,0.39,0.0,2.0,70.0,72.0
22.0,0.0,4.0,1.0,1.0,0.12,0.197,0.39,0.0,4.0,-16.309125,51.0
0.0,0.0,5.0,1.0,1.0,0.1,0.1364,0.49,0.1045,-10.75,12.0,14.0
2.0,0.0,-6.725,1.0,1.0,0.1,0.1364,0.54,0.0896,0.0,3.0,3.0
-8.125,0.0,-6.725,1.0,1.0,0.08,0.1212,-4.5,0.0896,0.0,4.0,4.0
6.0,0.0,5.0,1.0,1.0,0.1,0.1818,0.68,0.0,1.0,23.0,24.0
9.0,0.0,5.0,-6.175,1.0,0.12,0.1212,0.74,0.2239,8.0,132.0,140.0
13.0,0.0,5.0,1.0,1.0,0.24,0.2273,0.35,0.194,21.0,89.0,37.3936875
2.0,-11.159125,6.0,0.0,1.0,0.14,0.2121,0.8,0.0,17.25,13.0,15.0
3.0,0.0,6.0,0.0,-2.35,0.12,0.197,7.1,0.0,3.0,7.0,10.0
4.0,0.0,6.0,0.0,1.0,0.12,0.1667,0.74,0.0896,0.0,4.0,4.0
6.0,0.0,6.0,0.0,1.0,0.12,0.1364,0.93,0.194,1.0,1.0,2.0
7.0,0.0,10.835,0.0,1.0,0.12,0.1515,7.1,0.1045,16.89,9.0,11.0
8.0,0.0,6.0,0.0,1.0,0.14,0.1515,0.86,0.1343,2.0,28.0,30.0
9.0,0.0,6.0,0.0,1.0,0.16,0.1818,0.64,0.1343,5.0,38.0,43.0
-8.125,0.0,6.0,0.0,1.0,0.22,0.2121,0.41,0.2537,13.0,71.0,84.0
11.0,0.0,6.0,0.0,1.0,0.3,0.2727,0.28,0.3284,30.0,84.0,114.0
12.0,0.0,6.0,0.0,1.0,0.3,0.2727,-4.5,0.4627,27.0,93.0,120.0
18.0,0.0,6.0,0.0,1.0,0.28,0.2576,0.38,0.3284,17.25,60.0,64.0
19.0,0.0,6.0,0.0,-2.35,0.28,0.2727,0.38,0.1642,2.0,39.0,41.0
12.875,0.0,6.0,0.0,1.0,0.22,0.2273,0.51,0.1343,1.0,31.0,32.0
1.0,0.0,0.0,0.0,1.0,0.2,0.2273,0.59,0.0896,1.0,23.0,24.0
-8.125,0.0,0.0,0.0,2.0,0.2,0.2273,0.75,0.0896,1.0,19.0,20.0
4.0,0.0,0.0,-6.175,2.0,0.2,0.2121,7.1,0.1642,0.0,2.0,2.0
6.0,0.0,0.0,0.0,2.0,0.2,0.2121,0.69,0.1343,2.0,3.0,5.0
8.0,0.0,0.0,0.0,2.0,0.22,0.2273,0.64,0.194,-10.75,11.0,12.0
14.0,0.0,-6.725,0.0,2.0,0.4,0.4091,0.3,0.4179,51.0,110.0,161.0
17.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.28,0.3284,30.0,95.0,125.0
18.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.32,0.2985,17.0,78.0,95.0
19.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.35,0.2836,11.0,50.0,61.0
2.0,0.0,1.0,1.0,1.0,0.36,0.3333,-4.5,0.2985,0.0,2.0,2.0
7.0,0.0,1.0,1.0,1.0,5.285,0.303,0.46,9.57,2.0,96.0,98.0
8.0,0.0,1.0,1.0,1.0,5.285,0.3939,0.4,0.4627,7.0,249.0,256.0
9.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.37,0.3881,8.0,122.0,130.0
12.875,0.0,-6.725,1.0,1.0,5.285,0.4394,0.33,0.2239,9.0,46.0,55.0
17.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.33,0.6119,25.0,218.0,243.0
19.0,18.5,1.0,1.0,1.0,5.285,0.3939,0.43,0.4925,12.0,86.0,98.0
0.0,0.0,2.0,1.0,3.41,0.3,0.2727,0.49,0.4179,7.0,12.0,19.0
1.0,0.0,2.0,1.0,1.0,0.3,0.2424,0.42,9.57,0.0,-16.309125,5.0
2.0,0.0,2.0,1.0,1.0,0.28,0.2273,7.1,0.6866,1.0,2.0,3.0
5.0,0.0,2.0,1.0,1.0,0.22,0.1818,0.32,0.4627,0.0,4.0,4.0
8.0,0.0,2.0,1.0,3.41,0.2,0.1818,0.32,0.3582,10.0,213.0,223.0
9.0,18.295475,2.0,1.0,1.0,0.22,0.197,0.29,0.4478,2.0,108.0,110.0
10.0,0.0,2.0,1.0,1.0,0.24,0.2121,0.27,0.2836,5.0,47.0,52.0
11.0,0.0,2.0,1.0,1.0,0.26,0.2424,0.25,0.2537,11.0,-16.309125,57.0
17.0,0.0,2.0,1.0,1.0,0.32,0.303,0.22,0.2239,15.0,191.0,206.0
18.0,0.0,2.0,1.0,1.0,0.3,-2.5,0.22,-5.95,14.0,198.0,212.0
22.0,0.0,2.0,1.0,1.0,0.24,0.2879,0.44,0.0,0.0,41.0,41.0
23.0,0.0,2.0,1.0,2.0,5.285,0.2576,0.44,0.0896,0.0,20.0,20.0
3.0,0.0,3.0,1.0,2.0,0.2,0.197,0.47,9.57,0.0,-16.707875,1.0
4.0,-11.5,3.0,-6.175,1.0,0.2,0.197,0.51,0.194,0.0,1.0,37.3936875
5.0,0.0,3.0,1.0,1.0,0.2,0.197,0.47,0.194,0.0,5.0,5.0
9.0,0.0,3.0,1.0,1.0,0.24,-3.4875,0.52,0.2836,2.0,122.0,-22.3228125
-8.125,18.295475,10.835,1.0,1.0,0.38,-2.5,0.32,9.57,14.0,72.0,86.0
-8.125,0.0,3.0,1.0,1.0,0.46,0.4545,0.28,0.4179,17.0,65.0,82.0
15.0,0.0,3.0,1.0,1.0,-3.475,0.4545,0.28,0.4179,35.0,82.0,117.0
17.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.28,0.2836,11.0,-16.707875,-22.3228125
19.0,0.0,-6.725,1.0,3.41,5.285,0.3182,0.53,0.2239,18.0,143.0,161.0
20.0,0.0,3.0,1.0,1.0,0.38,0.3939,0.43,0.194,10.0,108.0,118.0
3.0,0.0,4.0,1.0,1.0,0.34,0.3333,0.53,0.194,3.0,1.0,4.0
4.0,0.0,4.0,1.0,3.41,0.32,0.3182,0.57,0.194,3.0,1.0,4.0
7.0,-11.159125,4.0,1.0,1.0,0.32,0.3333,0.57,0.1045,-10.15,119.0,-22.3228125
9.0,0.0,4.0,1.0,3.41,-3.475,0.3485,0.57,0.194,16.0,163.0,179.0
19.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.55,0.3284,14.0,161.0,37.3936875
22.0,0.0,4.0,1.0,1.0,-3.475,0.4848,0.59,0.2836,8.0,68.0,76.0
1.0,0.0,5.0,1.0,1.0,0.44,0.4394,7.1,0.2239,1.0,7.0,8.0
2.0,0.0,5.0,1.0,1.0,0.44,0.4394,-4.5,0.2836,2.0,5.0,7.0
5.0,0.0,5.0,1.0,2.0,0.46,0.4545,0.67,0.1045,17.25,6.0,7.0
6.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.72,0.1642,2.0,48.0,50.0
7.0,0.0,5.0,1.0,2.0,0.42,0.4242,-4.5,0.2239,8.0,108.0,-22.3228125
8.0,0.0,5.0,1.0,2.0,0.42,0.4242,0.77,0.194,-10.75,246.0,272.0
11.0,0.0,5.0,1.0,1.0,0.44,0.4394,0.72,-5.95,31.0,82.0,113.0
12.0,18.295475,-6.725,1.0,1.0,0.5,0.4848,0.59,0.194,59.0,126.0,185.0
15.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.36,0.3284,55.0,117.0,172.0
16.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.36,0.2836,68.0,-16.309125,232.0
20.0,0.0,5.0,1.0,1.0,0.6,0.6212,0.31,0.194,19.0,105.0,124.0
21.0,0.0,5.0,1.0,1.0,0.58,0.5455,0.21,0.4925,11.0,61.0,72.0
22.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.1,0.2537,17.25,88.0,107.0
23.0,0.0,5.0,1.0,1.0,0.52,0.5,0.08,0.2836,16.0,61.0,77.0
1.0,0.0,6.0,0.0,3.41,0.46,0.4545,0.14,0.4179,10.0,21.0,31.0
2.0,-11.159125,6.0,0.0,3.41,0.44,0.4394,0.13,0.3881,3.0,26.853475000000003,17.0
4.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.15,0.3284,0.0,3.0,-22.3228125
6.0,-11.159125,6.0,0.0,1.0,0.4,0.4091,0.17,0.4179,3.0,3.0,6.0
8.0,0.0,6.0,0.0,1.0,0.38,0.3939,0.17,0.5821,9.0,36.0,45.0
15.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.16,0.7463,84.0,87.0,171.0
16.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.16,0.6418,39.0,81.0,120.0
18.0,0.0,6.0,0.0,1.0,0.36,0.3182,0.25,0.4478,21.0,67.0,88.0
19.0,0.0,6.0,0.0,1.0,0.34,0.303,0.29,0.3582,5.0,54.0,59.0
20.0,0.0,6.0,0.0,1.0,0.32,-3.4875,0.28,0.5224,9.0,38.0,37.3936875
21.0,0.0,6.0,0.0,3.41,0.32,0.2727,0.26,0.5522,4.0,20.809725,33.0
23.0,0.0,6.0,0.0,1.0,0.28,0.2424,0.33,0.4478,-10.75,25.0,29.0
2.0,0.0,0.0,0.0,1.0,0.24,0.197,0.41,0.5522,0.0,17.0,17.0
6.0,0.0,0.0,0.0,1.0,0.2,0.1818,0.47,-5.95,1.0,1.0,2.0
7.0,0.0,0.0,0.0,1.0,0.18,0.1667,7.1,0.2537,17.25,2.0,2.0
9.0,0.0,0.0,0.0,1.0,0.22,0.2121,0.47,0.2836,7.0,48.0,55.0
10.0,0.0,0.0,0.0,2.0,0.26,0.2576,0.41,0.194,34.0,70.0,104.0
12.0,0.0,0.0,0.0,1.0,0.3,0.3182,0.33,0.1045,62.0,120.0,182.0
14.0,0.0,0.0,0.0,1.0,0.36,0.3485,0.27,0.1642,108.0,104.0,37.3936875
16.0,0.0,0.0,0.0,1.0,0.36,0.3636,0.29,0.0896,59.0,88.0,147.0
17.0,0.0,0.0,0.0,1.0,0.34,0.3485,0.33,0.1642,60.0,86.0,146.0
18.0,-11.159125,0.0,0.0,3.41,-3.475,0.3333,0.36,0.1343,30.0,71.0,101.0
19.0,0.0,0.0,0.0,2.0,0.34,-3.4875,0.36,9.57,3.0,39.0,42.0
20.0,0.0,0.0,0.0,2.0,0.34,0.3636,0.42,0.0,12.0,30.0,42.0
21.0,0.0,0.0,0.0,2.0,0.32,0.3485,0.53,0.0,17.0,39.0,56.0
23.0,0.0,0.0,0.0,2.0,0.3,0.303,0.61,0.1642,9.0,45.0,54.0
0.0,1.0,1.0,0.0,2.0,0.34,0.303,0.42,0.3284,7.0,30.0,37.0
2.0,1.0,1.0,-6.175,2.0,0.34,0.303,0.42,0.3284,1.0,3.0,4.0
6.0,1.0,1.0,0.0,2.0,0.42,0.4242,0.26,0.2985,2.0,6.0,8.0
8.0,1.0,1.0,0.0,2.0,0.32,0.303,0.57,0.2985,7.0,56.0,63.0
9.0,1.0,1.0,0.0,2.0,0.32,0.303,0.57,0.2836,11.0,46.0,57.0
10.0,1.0,1.0,0.0,2.0,0.32,0.303,0.57,0.2537,29.0,52.0,81.0
11.0,1.0,1.0,-6.175,2.0,-3.475,0.3333,0.57,0.1045,20.0,70.0,90.0
12.875,1.0,1.0,0.0,2.0,0.32,-2.5,0.66,0.194,26.0,67.0,93.0
15.0,1.0,1.0,0.0,2.0,0.3,-2.5,0.7,0.4478,11.0,76.0,87.0
-8.125,1.0,10.835,0.0,2.0,0.28,0.2576,0.75,0.3881,18.0,62.0,80.0
20.0,1.0,1.0,0.0,3.0,0.24,0.2121,0.81,0.3881,0.0,29.0,29.0
21.0,1.0,1.0,0.0,3.0,0.22,0.197,0.75,0.4478,1.0,33.0,34.0
12.875,1.0,1.0,0.0,3.0,0.2,3.5,0.75,0.4179,0.0,11.0,11.0
6.0,0.0,2.0,1.0,2.0,0.12,3.5,0.8,0.2836,0.0,7.0,7.0
9.0,18.295475,2.0,1.0,2.0,0.14,0.1212,0.74,0.2537,5.0,101.0,37.3936875
12.875,0.0,10.835,1.0,1.0,0.16,0.1818,0.69,0.0,0.0,44.0,44.0
13.0,0.0,2.0,1.0,-2.35,0.22,0.2273,0.55,0.1642,3.0,52.0,55.0
14.0,0.0,2.0,-6.175,1.0,0.22,0.2273,0.55,0.194,9.0,49.0,58.0
19.0,0.0,2.0,-6.175,1.0,0.2,0.1818,0.47,0.2836,17.25,114.0,118.0
22.0,0.0,2.0,1.0,1.0,-3.475,0.1515,0.43,0.2537,1.0,76.0,77.0
23.0,0.0,2.0,1.0,1.0,0.16,0.1515,0.43,0.2537,3.0,20.809725,21.0
1.0,-11.159125,3.0,1.0,1.0,0.14,0.1515,0.46,0.1642,0.0,4.0,4.0
2.0,0.0,3.0,1.0,1.0,0.12,0.1515,0.5,0.1343,0.0,1.0,1.0
6.0,0.0,-6.725,1.0,1.0,0.12,0.1515,0.5,0.1045,0.0,-16.707875,36.0
10.0,0.0,3.0,1.0,1.0,0.2,0.2576,0.4,0.0,4.0,47.0,51.0
12.0,0.0,3.0,1.0,1.0,0.26,0.2879,0.35,0.0896,11.0,56.0,37.3936875
17.0,0.0,3.0,1.0,1.0,0.34,0.3485,0.25,0.0896,15.0,26.853475000000003,222.0
