hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
20.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.35,0.3284,15.0,32.0,47.0
10.375,0.0,0.0,1.0,3.5,0.4,0.4091,0.35,0.3582,3.0,27.0,30.0
0.0,0.0,-3.45,1.0,1.0,0.38,0.3939,0.37,0.3582,3.0,8.0,11.0
8.0,0.0,5.67,1.0,1.0,0.62,0.3939,0.4,0.4627,7.0,181.0,205.0
-12.625,0.0,1.0,1.0,1.0,0.4,0.4091,1.0,0.3881,8.0,122.0,130.0
10.0,0.0,1.0,1.0,1.0,0.44,0.5455,0.33,0.2239,9.0,46.0,55.0
13.0,0.0,-3.45,1.0,3.5,0.58,0.5455,1.0,0.3881,27.0,93.0,120.0
14.0,0.0,1.0,1.0,1.0,0.6,0.5455,0.15,0.4925,19.63,76.0,-14.7750625
-12.625,0.0,1.0,1.0,1.0,0.34,0.2879,0.46,0.6567,1.0,44.0,45.0
23.0,0.0,1.0,1.0,1.0,0.32,0.2879,0.49,0.4925,1.0,19.0,20.0
1.0,0.0,2.0,1.0,1.0,0.3,0.2424,0.42,0.6567,19.63,5.0,-14.7750625
20.375,0.0,2.0,1.0,1.0,0.22,0.5455,1.0,0.4627,0.0,4.0,4.0
12.0,0.0,2.0,1.0,1.0,0.28,0.5455,0.24,0.2537,6.0,26.9645875,71.0
13.0,0.0,2.0,1.0,1.0,0.32,0.5455,0.21,0.2239,14.0,-15.878937499999996,82.0
9.0,0.0,3.0,1.0,1.0,0.24,0.2121,0.52,0.2836,2.0,122.0,124.0
11.0,0.0,3.0,1.0,1.0,0.34,0.303,0.34,0.2985,7.0,59.0,-14.7750625
12.0,0.0,3.0,1.0,1.0,0.38,0.3939,0.32,0.3284,14.0,72.0,86.0
17.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.28,0.2836,-12.05,181.0,24.8650375
18.0,0.0,-3.45,1.0,1.0,0.4,0.4091,0.4,0.2239,20.0,181.0,205.0
-6.625,0.0,3.0,1.0,1.0,0.38,0.3939,0.4,0.2239,2.0,31.0,24.8650375
5.0,0.0,5.67,1.0,1.0,0.32,0.3333,0.66,0.0896,1.0,11.0,12.0
15.0,0.0,4.0,1.0,1.0,0.6,0.5455,0.28,0.2537,15.0,91.0,106.0
21.0,0.0,4.0,1.0,1.0,0.52,0.5,0.55,0.6567,5.0,119.0,24.8650375
23.0,0.0,4.0,1.0,1.0,0.46,0.4545,1.0,0.2985,4.0,40.0,44.0
1.0,0.0,5.67,1.0,1.0,0.62,0.4394,0.72,0.2239,1.0,7.0,24.8650375
6.0,0.0,5.0,1.0,2.0,0.62,0.5455,0.72,0.1642,2.0,48.0,50.0
10.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.72,0.2239,17.0,78.0,95.0
11.0,0.0,5.0,1.0,1.0,0.62,0.4394,0.72,0.1642,31.0,82.0,113.0
13.0,0.0,-3.45,1.0,1.0,0.6,0.5455,0.43,0.194,31.0,26.9645875,24.8650375
15.0,0.0,5.0,1.0,1.0,0.62,0.5455,0.36,0.3284,31.0,117.0,172.0
-6.625,0.0,5.0,1.0,1.0,0.62,0.5455,0.36,0.6567,31.0,164.0,205.0
3.0,0.0,6.0,1.0,1.0,0.42,0.4242,0.14,0.2985,0.0,7.0,7.0
7.0,0.0,6.0,1.0,3.5,0.38,0.3939,0.17,0.5224,6.0,16.0,22.0
13.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.16,0.6119,19.63,103.0,155.0
14.0,0.0,6.0,1.0,1.0,0.46,0.4545,0.15,0.6567,-12.05,94.0,196.0
20.0,0.0,6.0,0.0,1.0,0.32,0.2879,0.28,0.5224,-12.05,38.0,47.0
22.0,0.0,6.0,0.0,3.41,0.3,0.2576,0.28,0.4925,2.0,42.0,44.0
6.0,0.0,0.0,1.0,3.5,0.2,0.1818,0.47,0.2985,1.0,-15.878937499999996,2.0
23.0,0.0,0.0,0.0,3.5,0.3,0.303,0.61,0.1642,9.0,45.0,54.0
2.0,0.0,1.0,0.0,2.0,0.34,0.303,0.42,0.3284,1.0,3.0,4.0
4.0,0.0,1.0,0.0,1.0,0.32,0.3182,0.45,0.1642,1.0,0.0,1.0
6.0,0.0,1.0,0.0,2.0,0.42,0.4242,0.26,0.2985,2.0,6.0,8.0
-6.625,0.0,1.0,0.0,2.0,0.32,0.5455,0.57,0.2836,11.0,46.0,57.0
10.0,0.0,1.0,1.0,2.0,0.32,0.303,0.57,0.2537,29.0,52.0,81.0
13.0,0.0,1.0,0.0,3.0,0.3,0.2727,0.81,0.3284,28.0,75.0,24.8650375
17.0,0.0,1.0,0.0,2.0,0.28,0.2576,0.75,0.3881,18.0,62.0,80.0
22.0,0.0,1.0,0.0,3.0,0.2,0.5455,0.75,0.4179,0.0,11.0,11.0
10.0,0.0,2.0,1.0,1.0,0.16,0.1818,0.69,0.0,0.0,44.0,44.0
12.0,0.0,5.67,1.0,1.0,0.2,0.2273,0.59,0.1045,7.0,48.0,55.0
13.0,0.0,2.0,1.0,1.0,0.22,0.5455,0.55,0.1642,3.0,52.0,55.0
14.0,0.0,2.0,1.0,3.5,0.22,0.2273,1.0,0.194,9.0,49.0,58.0
15.0,0.0,2.0,1.0,1.0,0.24,0.5455,0.48,0.194,2.0,67.0,69.0
18.0,0.0,5.67,1.0,3.5,0.22,0.2273,0.47,0.1343,-12.05,161.0,167.0
22.0,0.0,2.0,1.0,1.0,0.16,0.1515,0.43,0.2537,1.0,76.0,77.0
20.375,0.0,3.0,1.0,1.0,0.24,0.2576,0.41,0.1045,16.0,53.0,69.0
21.0,0.0,3.0,1.0,1.0,0.24,0.2879,0.48,0.0,2.0,89.0,24.8650375
22.0,0.0,3.0,1.0,1.0,0.24,0.2879,0.48,0.0,1.0,60.0,24.8650375
6.0,0.0,4.0,1.0,1.0,0.2,0.197,0.69,0.194,0.0,26.7273625,58.0
-12.625,0.0,4.0,1.0,3.5,0.26,0.5455,0.7,0.2836,8.0,49.0,57.0
11.0,0.0,-3.45,1.0,2.0,0.32,0.2879,0.57,0.6567,19.63,71.0,79.0
14.0,0.0,4.0,1.0,2.0,0.62,0.4091,0.5,0.2985,2.0,-16.2743125,69.0
22.0,0.0,4.0,1.0,3.5,0.34,0.3182,0.87,0.2836,5.0,26.9645875,55.0
23.0,0.0,4.0,1.0,2.0,0.62,0.303,1.0,0.6567,3.0,47.0,50.0
0.0,0.0,5.0,1.0,3.0,0.32,0.3485,1.0,0.0,1.0,8.0,9.0
3.0,0.0,5.0,1.0,2.0,0.62,0.3333,0.93,0.1045,19.63,1.0,2.0
10.0,0.0,5.67,1.0,3.0,0.42,0.4242,0.94,0.3284,19.63,-15.878937499999996,49.0
11.0,0.0,5.0,1.0,1.0,0.62,0.5,1.0,0.4478,9.0,50.0,59.0
12.0,0.0,5.0,1.0,3.0,0.54,0.5152,0.6,0.4627,20.0,26.9645875,115.0
15.0,0.0,5.0,1.0,1.0,0.62,0.4545,0.41,0.6567,5.0,50.0,55.0
18.0,0.0,5.0,1.0,1.0,0.32,0.2879,0.49,0.6567,7.0,150.0,157.0
3.0,0.0,6.0,0.0,1.0,0.62,0.2273,1.0,0.1343,1.0,7.0,-14.7750625
4.0,0.0,5.67,0.0,2.0,0.22,0.2576,1.0,0.0896,1.0,1.0,2.0
-6.625,0.0,6.0,0.0,1.0,0.62,0.2576,0.6,0.0896,19.63,21.0,24.8650375
8.0,0.0,6.0,0.0,2.0,0.24,0.2879,0.6,0.6567,2.0,55.0,57.0
9.0,0.0,6.0,0.0,2.0,0.26,0.2576,0.56,0.1642,9.0,26.7273625,74.0
19.0,0.0,6.0,1.0,1.0,0.32,0.303,0.49,0.2537,30.0,64.0,94.0
22.0,0.0,6.0,0.0,1.0,0.28,0.2727,0.75,0.2239,8.0,38.0,46.0
1.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.87,0.194,7.0,30.0,37.0
-12.625,0.0,0.0,0.0,1.0,0.4,0.4091,0.54,0.0896,-12.05,132.0,193.0
15.0,0.0,0.0,0.0,3.5,0.46,0.4545,0.44,0.1343,31.0,163.0,205.0
22.0,0.0,0.0,0.0,2.0,0.38,0.3939,0.62,0.1045,2.0,67.0,69.0
-12.625,0.0,1.0,1.0,3.0,0.32,0.3182,0.93,0.1642,0.0,1.0,1.0
11.0,0.0,1.0,1.0,2.0,0.62,0.5303,0.64,0.2985,13.0,74.0,87.0
15.0,0.0,1.0,1.0,3.0,0.42,0.4242,1.0,0.2985,0.0,35.0,35.0
16.0,0.0,1.0,1.0,3.0,0.42,0.4242,1.0,0.1343,-12.05,40.0,42.0
20.375,0.0,2.0,1.0,3.5,0.24,0.2121,0.65,0.3881,0.0,4.0,4.0
4.0,0.0,2.0,1.0,1.0,0.22,0.2121,0.69,0.2537,0.0,1.0,1.0
-12.625,0.0,2.0,1.0,1.0,0.2,0.1818,1.0,0.3284,2.0,-15.878937499999996,107.0
8.0,0.0,2.0,1.0,1.0,0.2,0.1818,1.0,0.6567,10.0,181.0,205.0
11.0,0.0,2.0,1.0,3.5,0.28,0.2727,1.0,0.2537,8.0,48.0,56.0
15.0,0.0,2.0,1.0,1.0,0.34,0.3636,0.34,0.0,7.0,57.0,-14.7750625
16.0,0.0,2.0,1.0,1.0,0.34,0.3485,1.0,0.0896,10.0,92.0,102.0
17.0,0.0,-3.45,1.0,1.0,0.34,0.3485,0.34,0.0896,12.0,181.0,205.0
20.0,0.0,2.0,1.0,1.0,0.62,0.5455,0.61,0.0896,2.0,86.0,24.8650375
23.0,0.0,2.0,1.0,1.0,0.62,0.2273,0.65,0.2239,19.63,23.0,25.0
-12.625,0.0,3.0,1.0,1.0,0.22,0.2121,0.55,0.2537,1.0,39.0,-14.7750625
12.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.43,0.6567,-12.05,62.0,82.0
15.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.19,0.4179,19.63,91.0,110.0
20.0,0.0,3.0,1.0,1.0,0.36,0.3333,0.29,0.4179,9.0,86.0,95.0
21.0,0.0,3.0,1.0,3.5,0.34,0.2879,0.29,0.4627,3.0,68.0,71.0
22.0,0.0,3.0,1.0,1.0,0.3,0.2576,0.26,0.5522,4.0,44.0,48.0
-12.625,0.0,3.0,1.0,1.0,0.26,0.2121,0.3,0.5224,0.0,22.0,22.0
1.0,0.0,4.0,1.0,1.0,0.24,0.197,0.3,0.4627,0.0,1.0,1.0
2.0,0.0,4.0,1.0,1.0,0.62,0.1667,0.27,0.4627,1.0,2.0,3.0
10.375,0.0,4.0,1.0,1.0,0.62,0.2576,0.21,0.1045,-12.05,60.0,78.0
0.0,0.0,5.0,1.0,2.0,0.2,0.197,0.55,0.194,0.0,26.9645875,12.0
3.0,0.0,5.0,1.0,3.5,0.18,0.1667,0.74,0.2537,19.63,1.0,1.0
8.0,0.0,5.0,1.0,1.0,0.18,0.197,0.74,0.6567,6.0,181.0,205.0
10.375,0.0,5.0,1.0,2.0,0.62,0.2879,0.7,0.2239,6.0,-16.2743125,70.0
0.0,0.0,6.0,0.0,3.5,0.28,0.2879,0.81,0.1045,19.63,15.0,19.0
2.0,0.0,5.67,0.0,3.5,0.3,0.2879,0.87,0.194,19.63,15.0,-14.7750625
4.0,0.0,6.0,0.0,2.0,0.3,0.303,0.93,0.1642,0.0,1.0,24.8650375
6.0,0.0,6.0,0.0,2.0,0.3,0.2879,1.0,0.6567,1.0,3.0,4.0
7.0,0.0,6.0,1.0,3.5,0.62,0.2727,1.0,0.2985,5.0,10.0,15.0
8.0,0.0,6.0,0.0,2.0,0.3,0.2727,1.0,0.2985,11.0,34.0,45.0
11.0,0.0,6.0,0.0,2.0,0.4,0.4091,0.76,0.6567,31.0,116.0,159.0
13.0,0.0,5.67,0.0,2.0,0.46,0.4545,0.67,0.2836,31.0,130.0,190.0
10.375,0.0,6.0,0.0,2.0,0.48,0.5455,1.0,0.2985,31.0,130.0,24.8650375
19.0,0.0,6.0,0.0,2.0,0.62,0.4545,0.67,0.3284,27.0,62.0,89.0
21.0,0.0,6.0,0.0,2.0,0.62,0.5455,0.72,0.3284,12.0,60.0,72.0
23.0,0.0,-3.45,0.0,3.5,0.22,0.197,1.0,0.4179,0.0,9.0,9.0
0.0,0.0,1.0,1.0,3.0,0.2,0.1818,1.0,0.3284,0.0,-16.2743125,4.0
1.0,0.0,1.0,1.0,3.0,0.2,0.1818,1.0,0.3284,0.0,26.9645875,-14.7750625
3.0,0.0,1.0,1.0,1.0,0.2,0.1515,0.8,0.5821,0.0,-16.2743125,-14.7750625
5.0,0.0,5.67,1.0,1.0,0.2,0.1818,0.75,0.6567,0.0,1.0,1.0
6.0,0.0,-3.45,1.0,3.5,0.2,0.1818,1.0,0.6567,3.0,31.0,34.0
9.0,0.0,1.0,1.0,1.0,0.62,0.1818,0.64,0.6567,-12.05,129.0,134.0
20.375,0.0,1.0,1.0,1.0,0.24,0.2121,0.6,0.2985,15.0,43.0,58.0
11.0,0.0,1.0,1.0,1.0,0.26,0.2121,0.48,0.4478,19.0,-15.878937499999996,60.0
14.0,0.0,1.0,1.0,3.5,0.32,0.5455,0.36,0.4179,-12.05,56.0,77.0
15.0,0.0,1.0,1.0,3.5,0.34,0.303,1.0,0.3881,31.0,64.0,96.0
22.0,0.0,5.67,1.0,3.5,0.26,0.5455,0.48,0.1642,1.0,-15.878937499999996,35.0
23.0,0.0,-3.45,1.0,1.0,0.28,0.5455,0.48,0.0,0.0,22.0,-14.7750625
0.0,0.0,2.0,1.0,1.0,0.26,0.2879,0.48,0.0896,1.0,9.0,10.0
3.0,0.0,2.0,1.0,1.0,0.24,0.2576,0.52,0.0896,5.0,2.0,7.0
7.0,0.0,2.0,1.0,1.0,0.18,0.197,0.64,0.1343,9.0,119.0,128.0
14.0,0.0,2.0,1.0,3.41,0.38,0.3939,0.2,0.0,16.0,56.0,72.0
2.0,0.0,3.0,1.0,1.0,0.26,0.2727,0.52,0.1343,1.0,-16.2743125,-14.7750625
5.0,0.0,3.0,1.0,2.0,0.62,0.2424,0.81,0.1343,1.0,7.0,8.0
8.0,0.0,-3.45,1.0,2.0,0.24,0.2424,0.87,0.1343,19.63,181.0,205.0
17.0,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.2985,18.0,176.0,194.0
19.0,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.3284,11.0,123.0,134.0
20.0,0.0,-3.45,1.0,2.0,0.32,0.3182,0.87,0.194,4.0,87.0,91.0
0.0,0.0,4.0,1.0,3.0,0.34,0.3182,1.0,0.2537,3.0,0.0,3.0
1.0,0.0,-3.45,1.0,3.0,0.34,0.3182,0.0,0.2537,0.0,2.0,2.0
9.0,0.0,-3.45,1.0,3.0,0.4,0.4091,0.0,0.2239,1.0,23.0,24.0
10.0,0.0,4.0,1.0,3.0,0.4,0.4091,0.0,0.1642,-12.05,-16.2743125,17.0
-6.625,0.0,-3.45,1.0,3.0,0.42,0.5455,0.0,0.2537,-12.05,20.0,21.0
19.0,0.0,4.0,1.0,3.0,0.62,0.4394,0.0,0.5821,5.0,26.7273625,56.0
22.0,0.0,4.0,1.0,2.0,0.34,0.3333,0.0,0.1343,4.0,30.0,34.0
2.0,0.0,5.0,1.0,3.0,0.62,0.3485,1.0,0.1045,2.0,3.0,5.0
8.0,0.0,5.0,1.0,1.0,0.28,0.2727,0.7,0.2537,15.0,181.0,205.0
9.0,0.0,-3.45,1.0,2.0,0.3,0.2879,0.61,0.2836,13.0,143.0,156.0
11.0,0.0,5.0,1.0,2.0,0.62,0.5455,0.57,0.2985,14.0,67.0,81.0
15.0,0.0,5.0,1.0,2.0,0.34,0.3182,0.53,0.2537,21.0,64.0,85.0
17.0,0.0,5.0,1.0,1.0,0.34,0.3182,0.49,0.2239,23.0,181.0,205.0
-12.625,0.0,5.0,1.0,1.0,0.3,0.2727,0.56,0.3284,7.0,111.0,118.0
20.0,0.0,5.0,1.0,3.5,0.3,0.303,0.56,0.1642,19.63,70.0,-14.7750625
1.0,0.0,6.0,0.0,1.0,0.24,0.2273,0.65,0.194,3.0,15.0,18.0
8.0,0.0,6.0,0.0,1.0,0.62,0.2576,0.65,0.1642,9.0,44.0,53.0
12.0,0.0,6.0,0.0,1.0,0.34,0.3182,0.53,0.2836,31.0,107.0,158.0
17.0,0.0,6.0,1.0,1.0,0.62,0.4545,0.44,0.3284,31.0,114.0,24.8650375
18.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.54,0.1642,31.0,91.0,145.0
23.0,0.0,6.0,0.0,1.0,0.38,0.5455,0.66,0.6567,11.0,38.0,49.0
3.0,0.0,0.0,0.0,1.0,0.34,0.3333,0.76,0.6567,-12.05,17.0,23.0
11.0,0.0,0.0,0.0,1.0,0.44,0.5455,0.41,0.4179,31.0,26.7273625,181.0
15.0,0.0,0.0,0.0,1.0,0.48,0.4697,0.39,0.3284,31.0,155.0,205.0
20.0,0.0,0.0,0.0,1.0,0.62,0.303,0.57,0.2985,23.0,-16.2743125,77.0
8.0,0.0,1.0,1.0,2.0,0.3,0.5455,0.56,0.6567,24.0,-15.878937499999996,-14.7750625
16.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.35,0.1045,27.0,80.0,107.0
20.0,0.0,1.0,1.0,1.0,0.34,0.3182,0.46,0.2239,23.0,106.0,129.0
0.0,0.0,5.67,1.0,1.0,0.32,0.3485,0.53,0.0,7.0,7.0,14.0
1.0,0.0,2.0,1.0,1.0,0.3,0.303,0.62,0.0896,4.0,6.0,10.0
2.0,0.0,5.67,1.0,1.0,0.3,0.303,0.62,0.6567,1.0,2.0,3.0
5.0,0.0,2.0,1.0,1.0,0.62,0.5455,0.75,0.6567,0.0,11.0,24.8650375
7.0,0.0,2.0,1.0,1.0,0.24,0.2424,1.0,0.6567,10.0,109.0,119.0
12.0,0.0,2.0,1.0,2.0,0.62,0.3485,0.5,0.2239,31.0,70.0,102.0
15.0,0.0,2.0,1.0,2.0,0.38,0.5455,0.43,0.2836,24.0,26.9645875,90.0
18.0,0.0,-3.45,1.0,2.0,0.36,0.3333,0.62,0.2985,18.0,181.0,205.0
20.0,0.0,2.0,1.0,3.5,0.34,0.3182,0.71,0.6567,-12.05,79.0,-14.7750625
21.0,0.0,2.0,1.0,3.0,0.32,0.3333,1.0,0.1045,2.0,53.0,55.0
7.0,0.0,3.0,1.0,2.0,0.3,0.2879,0.93,0.194,10.0,-16.2743125,111.0
9.0,0.0,3.0,1.0,2.0,0.32,0.3333,0.93,0.1343,10.0,144.0,24.8650375
12.0,0.0,3.0,1.0,2.0,0.4,0.4091,0.71,0.1045,19.63,65.0,88.0
15.0,0.0,3.0,1.0,2.0,0.4,0.4091,0.76,0.2537,19.63,79.0,101.0
16.0,0.0,-3.45,1.0,2.0,0.62,0.4091,0.76,0.6567,30.0,121.0,151.0
17.0,0.0,5.67,1.0,2.0,0.44,0.5455,1.0,0.2985,31.0,181.0,205.0
2.0,0.0,4.0,1.0,1.0,0.34,0.303,0.71,0.2985,3.0,5.0,8.0
3.0,0.0,4.0,1.0,3.5,0.34,0.3333,0.66,0.1642,1.0,1.0,24.8650375
8.0,0.0,-3.45,1.0,1.0,0.36,0.3485,0.66,0.1343,17.0,181.0,205.0
10.375,0.0,4.0,1.0,3.5,0.5,0.5455,0.45,0.1045,31.0,87.0,119.0
16.0,0.0,-3.45,1.0,1.0,0.5,0.4848,1.0,0.2836,31.0,108.0,142.0
18.0,0.0,4.0,1.0,2.0,0.46,0.4545,0.59,0.6567,31.0,-16.2743125,205.0
19.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.58,0.194,18.0,181.0,205.0
21.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.62,0.2239,19.0,119.0,138.0
24.51875,0.0,5.0,1.0,1.0,0.62,0.5455,0.39,0.2537,31.0,103.0,174.0
0.0,0.0,6.0,0.0,2.0,0.6,0.5455,0.53,0.6567,26.0,50.0,76.0
10.0,0.0,6.0,0.0,1.0,0.44,0.5455,0.38,0.4179,31.0,85.0,140.0
-12.625,0.0,6.0,0.0,1.0,0.5,0.4848,0.31,0.3881,31.0,129.0,205.0
17.0,0.0,6.0,0.0,1.0,0.48,0.4697,1.0,0.3284,-12.05,-16.2743125,205.0
21.0,0.0,6.0,0.0,3.5,0.4,0.4091,0.37,0.2985,20.0,26.7273625,93.0
5.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.6,0.194,3.0,6.0,9.0
8.0,0.0,0.0,0.0,1.0,0.28,0.2727,0.56,0.1642,7.0,30.0,37.0
13.0,0.0,0.0,0.0,1.0,0.38,0.3939,0.34,0.6567,31.0,26.9645875,203.0
14.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.3,0.0,31.0,26.7273625,205.0
